time,latitude,longitude,altitude
000000-08:50:21,51.501060,-2.563170,225
000000-08:51:21,51.505360,-2.560910,232
000000-08:52:21,51.510020,-2.558670,240
000000-08:53:21,51.514580,-2.555630,263
000000-08:54:21,51.518980,-2.552990,282
000000-08:55:21,51.523350,-2.550110,292
000000-08:56:21,51.527480,-2.547440,301
000000-08:57:21,51.531090,-2.545090,307
000000-08:58:21,51.534770,-2.542690,305
000000-08:59:21,51.537920,-2.540400,322
000000-09:00:21,51.541300,-2.537790,337
000000-09:01:21,51.544660,-2.535430,313
000000-09:23:21,51.591090,-2.533850,231
000000-09:24:21,51.594470,-2.532550,252
000000-09:25:21,51.598040,-2.531200,225
000000-09:29:21,51.613070,-2.525180,246
000000-09:30:21,51.617200,-2.522600,289
000000-09:31:21,51.621390,-2.519720,288
000000-09:32:21,51.625900,-2.516070,300
000000-09:35:21,51.640800,-2.502560,258
000000-09:39:21,51.660810,-2.482170,275
000000-09:45:21,51.693660,-2.448440,326
000000-09:46:21,51.699550,-2.443680,313
000000-09:47:21,51.705340,-2.439600,387
000000-09:48:21,51.711410,-2.434190,368
000000-09:49:21,51.717520,-2.429210,365
000000-09:50:21,51.722800,-2.423160,408
000000-09:51:21,51.728450,-2.416210,409
000000-09:52:21,51.733960,-2.410220,398
000000-09:53:21,51.740100,-2.404750,357
000000-09:55:21,51.752590,-2.393510,336
000000-09:56:21,51.758660,-2.387600,341
000000-09:57:21,51.764740,-2.381640,354
000000-09:58:21,51.771200,-2.375840,374
000000-09:59:21,51.777920,-2.369820,355
000000-10:00:21,51.784490,-2.363170,356
000000-10:03:21,51.803980,-2.344230,335
000000-10:34:21,52.005670,-2.199310,392
000000-10:35:21,52.012810,-2.193450,445
000000-10:36:21,52.020350,-2.187130,444
000000-10:39:21,52.042980,-2.167280,484
000000-10:40:21,52.050260,-2.160530,471
000000-10:41:21,52.056990,-2.155080,487
000000-10:43:21,52.070610,-2.143530,501
000000-10:44:21,52.077960,-2.136680,507
000000-10:45:21,52.085190,-2.128900,515
000000-10:49:21,52.114880,-2.100530,468
000000-10:50:21,52.121400,-2.093970,495
000000-10:51:21,52.128430,-2.087930,469
000000-10:52:21,52.135140,-2.081780,459
000000-10:53:21,52.141940,-2.075760,439
000000-10:54:21,52.148600,-2.069740,413
000000-11:19:21,52.275050,-1.959560,660
000000-11:21:21,52.289090,-1.940770,687
000000-11:23:21,52.303890,-1.921610,667
000000-11:25:21,52.317990,-1.901660,643
000000-11:26:21,52.325280,-1.891620,673
000000-11:28:21,52.339200,-1.870460,728
000000-11:29:21,52.346200,-1.859250,763
000000-11:30:21,52.353420,-1.847610,810
000000-11:31:21,52.361030,-1.835450,869
000000-11:32:21,52.368560,-1.823470,909
000000-11:33:21,52.375910,-1.811100,967
000000-11:34:21,52.383240,-1.798500,1003
000000-11:35:21,52.390740,-1.785170,1037
000000-11:36:21,52.398440,-1.771430,1041
000000-11:37:21,52.406220,-1.757580,1035
000000-11:38:21,52.414020,-1.743670,1029
000000-11:39:21,52.421840,-1.729390,1028
000000-11:40:21,52.429670,-1.714830,1006
000000-11:41:21,52.437350,-1.699980,972
000000-11:42:21,52.445310,-1.685600,961
000000-11:43:21,52.453420,-1.671110,938
000000-11:44:21,52.461540,-1.657010,884
000000-11:49:21,52.502580,-1.591770,854
000000-11:50:21,52.511170,-1.577970,917
000000-11:51:21,52.520130,-1.563950,935
000000-11:52:21,52.529070,-1.550460,923
000000-11:53:21,52.537760,-1.537110,890
000000-11:54:21,52.546080,-1.524090,878
000000-11:55:21,52.554050,-1.512100,846
000000-11:56:21,52.561450,-1.501130,825
000000-11:57:21,52.568830,-1.490160,798
000000-11:58:21,52.576610,-1.479030,782
000000-11:59:21,52.584330,-1.468290,735
000000-12:01:21,52.598250,-1.449490,692
000000-12:02:21,52.605770,-1.440180,677
000000-12:10:21,52.662780,-1.374690,459
000000-12:11:21,52.669850,-1.367370,540
000000-12:13:21,52.683710,-1.352490,500
000000-12:14:21,52.690580,-1.345990,546
000000-12:15:21,52.697070,-1.338400,649
000000-12:16:21,52.703720,-1.330100,668
000000-12:17:21,52.709860,-1.321820,766
000000-12:20:21,52.731810,-1.288380,687
000000-12:21:21,52.739020,-1.277420,663
000000-12:22:21,52.747180,-1.265940,696
000000-12:23:21,52.755120,-1.254720,713
000000-12:24:21,52.763000,-1.245220,700
000000-12:27:21,52.786540,-1.210650,761
000000-12:29:21,52.801590,-1.186790,757
000000-12:30:21,52.809260,-1.175460,768
000000-12:31:21,52.817080,-1.164140,806
000000-12:34:21,52.839200,-1.128540,702
000000-12:35:21,52.845900,-1.119160,716
000000-12:36:21,52.853550,-1.108760,657
000000-12:37:21,52.860210,-1.099740,631
000000-12:39:21,52.874900,-1.084830,673
000000-12:40:21,52.882000,-1.074600,666
000000-12:41:21,52.889170,-1.065360,714
000000-12:42:21,52.896610,-1.052580,731
000000-12:43:21,52.904060,-1.039500,709
000000-12:44:21,52.910350,-1.025980,728
000000-12:45:21,52.917150,-1.013390,797
000000-12:46:21,52.923810,-1.001010,826
000000-12:47:21,52.930070,-0.987790,844
000000-12:48:21,52.936760,-0.974990,905
000000-12:49:21,52.943020,-0.962530,1006
000000-12:50:21,52.949050,-0.949520,1078
000000-12:51:21,52.956010,-0.935310,1048
000000-12:52:21,52.962240,-0.920670,1031
000000-12:53:21,52.969350,-0.904410,959
000000-12:54:21,52.976960,-0.890870,972
000000-12:55:21,52.983950,-0.876680,1001
000000-12:56:21,52.990790,-0.860950,937
000000-12:57:21,52.997460,-0.846000,833
000000-12:58:21,53.003610,-0.833380,819
000000-12:59:21,53.010030,-0.820940,897
000000-13:00:21,53.016650,-0.807100,899
000000-13:01:21,53.023530,-0.792580,843
000000-13:02:21,53.031020,-0.779320,769
000000-13:03:21,53.038400,-0.767300,807
000000-13:04:21,53.046180,-0.753770,869
000000-13:05:21,53.053550,-0.740730,913
000000-13:06:21,53.060310,-0.725500,937
000000-13:07:21,53.067220,-0.711160,868
000000-13:08:21,53.074050,-0.698000,889
000000-13:09:21,53.081600,-0.682810,886
000000-13:10:21,53.089210,-0.668180,871
000000-13:11:21,53.096820,-0.653490,872
000000-13:12:21,53.104760,-0.638840,818
000000-13:13:21,53.112670,-0.625220,831
000000-13:14:21,53.119850,-0.611670,816
000000-13:15:21,53.127100,-0.598070,766
000000-13:16:21,53.134030,-0.584720,710
000000-13:17:21,53.141160,-0.572250,665
000000-13:18:21,53.148540,-0.560410,641
000000-13:19:21,53.156130,-0.548620,658
000000-13:20:21,53.164250,-0.537020,683
000000-13:21:21,53.172520,-0.525160,676
000000-13:22:21,53.180500,-0.513190,693
000000-13:23:21,53.188120,-0.501080,710
000000-13:24:21,53.196380,-0.488460,708
000000-13:25:21,53.204820,-0.475470,676
000000-13:26:21,53.213540,-0.462780,661
000000-13:27:21,53.221980,-0.450430,648
000000-13:28:21,53.230170,-0.438190,617
