time,latitude,longitude,altitude
160814-05:22:01,51.367800,-2.464800,2364
160814-05:22:32,51.367800,-2.461100,2339
160814-05:23:03,51.366700,-2.458600,2393
160814-05:23:34,51.365800,-2.455500,2448
160814-05:24:05,51.364800,-2.452200,2454
160814-05:24:36,51.363800,-2.449300,2492
160814-05:25:07,51.362700,-2.446000,2498
160814-05:25:38,51.361700,-2.443100,2519
160814-05:26:09,51.360400,-2.440100,2549
160814-05:26:40,51.359100,-2.437500,2598
160814-05:27:11,51.358600,-2.434000,2607
160814-05:27:42,51.357700,-2.430300,2553
160814-05:28:13,51.356900,-2.427000,2590
160814-05:28:44,51.356100,-2.423900,2604
160814-05:29:15,51.355200,-2.420400,2610
160814-05:29:46,51.354100,-2.417300,2649
160814-05:30:17,51.353500,-2.414000,2653
160814-05:30:48,51.352600,-2.410800,2700
160814-05:31:19,51.351700,-2.407700,2732
160814-05:31:50,51.350900,-2.404400,2761
160814-05:32:21,51.350100,-2.401300,2767
160814-05:32:52,51.349300,-2.398100,2785
160814-05:33:23,51.348800,-2.394800,2780
160814-05:33:54,51.348400,-2.391500,2781
160814-05:34:25,51.347100,-2.388700,2836
160814-05:34:56,51.346700,-2.385000,2845
160814-05:35:27,51.345800,-2.381600,2877
160814-05:35:58,51.345100,-2.378200,2888
160814-05:36:29,51.344300,-2.374400,2880
160814-05:37:00,51.343400,-2.370600,2894
160814-05:37:31,51.342200,-2.366900,2961
160814-05:38:02,51.341600,-2.362800,2967
160814-05:38:33,51.340800,-2.358500,2988
160814-05:39:04,51.339700,-2.354400,3033
160814-05:39:35,51.338900,-2.350400,3043
160814-05:40:06,51.338400,-2.346100,3047
160814-05:40:37,51.337400,-2.342100,3089
160814-05:41:08,51.336700,-2.338000,3108
160814-05:41:39,51.336400,-2.333600,3087
160814-05:42:12,51.335400,-2.329500,3144
160814-05:42:41,51.334700,-2.325500,3176
160814-05:43:14,51.333900,-2.321300,3208
160814-05:43:43,51.333200,-2.317500,3253
160814-05:44:16,51.332600,-2.313100,3262
160814-05:44:45,51.332000,-2.309000,3280
160814-05:45:16,51.331400,-2.304400,3294
160814-05:45:47,51.330600,-2.300000,3331
160814-05:46:18,51.330000,-2.295500,3349
160814-05:46:49,51.328700,-2.291000,3402
160814-05:47:51,51.327100,-2.281400,3443
160814-05:48:22,51.326600,-2.276600,3418
160814-05:48:53,51.325400,-2.272400,3468
160814-05:49:24,51.324600,-2.268000,3491
160814-05:49:55,51.323900,-2.263500,3510
160814-05:50:26,51.323300,-2.258800,3522
160814-05:50:57,51.322300,-2.254500,3586
160814-05:51:30,51.321600,-2.249800,3589
160814-05:52:01,51.320700,-2.245500,3624
160814-05:52:33,51.319700,-2.240900,3649
160814-05:53:01,51.319000,-2.236800,3672
160814-05:53:32,51.317900,-2.232500,3697
160814-05:54:03,51.316800,-2.228500,3748
160814-05:54:34,51.316000,-2.223900,3738
160814-05:55:05,51.315200,-2.219600,3738
160814-05:55:36,51.313900,-2.215600,3802
160814-05:56:07,51.313200,-2.211000,3797
160814-05:56:38,51.312200,-2.206500,3837
160814-05:57:09,51.311700,-2.201700,3828
160814-05:57:40,51.310800,-2.196900,3853
160814-05:58:11,51.309900,-2.192300,3890
160814-05:58:42,51.309100,-2.187800,3900
160814-05:59:13,51.308100,-2.183100,3955
160814-05:59:47,51.307300,-2.178200,3988
160814-06:00:15,51.307000,-2.173900,3997
160814-06:00:48,51.306000,-2.169300,4052
160814-06:01:19,51.305500,-2.164900,4076
160814-06:01:50,51.305200,-2.160600,4078
160814-06:02:19,51.304500,-2.156400,4115
160814-06:02:52,51.303500,-2.151900,4166
160814-06:03:21,51.302700,-2.147800,4188
160814-06:03:52,51.301900,-2.143200,4239
160814-06:04:23,51.300900,-2.138800,4262
160814-06:04:54,51.300200,-2.134400,4262
160814-06:05:25,51.299300,-2.129900,4302
160814-06:06:29,51.297800,-2.120800,4346
160814-06:06:55,51.296900,-2.117000,4370
160814-06:07:26,51.296300,-2.112700,4398
160814-06:07:57,51.295500,-2.108500,4425
160814-06:08:28,51.295200,-2.104200,4458
160814-06:08:59,51.294400,-2.099800,4472
160814-06:09:30,51.294600,-2.095800,4464
160814-06:10:01,51.293400,-2.091900,4526
160814-06:10:32,51.293000,-2.087900,4552
160814-06:11:03,51.292000,-2.083900,4613
160814-06:11:34,51.292400,-2.079800,4598
160814-06:12:05,51.292000,-2.075700,4620
160814-06:12:36,51.291800,-2.071600,4680
160814-06:13:07,51.291200,-2.067700,4706
160814-06:13:40,51.290800,-2.063500,4732
160814-06:14:11,51.290500,-2.059500,4759
160814-06:14:40,51.290300,-2.055900,4756
160814-06:15:11,51.289800,-2.051500,4823
160814-06:15:42,51.289300,-2.047500,4856
160814-06:16:13,51.289000,-2.043500,4896
160814-06:16:44,51.288400,-2.039300,4936
160814-06:17:15,51.288000,-2.034800,4978
160814-06:17:46,51.287700,-2.030300,5022
160814-06:18:19,51.287500,-2.025800,5018
160814-06:18:48,51.287400,-2.021300,5058
160814-06:19:19,51.287200,-2.017000,5060
160814-06:19:52,51.286800,-2.011800,5105
160814-06:20:21,51.286500,-2.007400,5114
160814-06:20:52,51.286000,-2.002700,5142
160814-06:21:23,51.285900,-1.997800,5183
160814-06:21:54,51.285600,-1.992600,5197
160814-06:22:25,51.285400,-1.987100,5236
160814-06:22:56,51.285000,-1.982100,5244
160814-06:23:27,51.284500,-1.976600,5259
160814-06:23:58,51.283700,-1.970800,5295
160814-06:24:29,51.283400,-1.965100,5319
160814-06:25:00,51.282900,-1.959300,5334
160814-06:25:31,51.282900,-1.953700,5343
160814-06:26:04,51.282600,-1.947600,5368
160814-06:26:33,51.282300,-1.942000,5372
160814-06:27:04,51.282200,-1.936100,5401
160814-06:27:35,51.282200,-1.929900,5465
160814-06:28:08,51.282200,-1.923700,5494
160814-06:28:37,51.282200,-1.918100,5545
160814-06:29:10,51.282200,-1.912200,5564
160814-06:29:39,51.282200,-1.906700,5567
160814-06:30:10,51.282100,-1.900500,5629
160814-06:30:43,51.281900,-1.894000,5679
160814-06:31:12,51.282000,-1.888100,5702
160814-06:31:43,51.281900,-1.881500,5773
160814-06:32:14,51.281500,-1.874800,5825
160814-06:32:47,51.281300,-1.868100,5840
160814-06:33:16,51.280700,-1.861200,5919
160814-06:33:47,51.280100,-1.854500,5931
160814-06:34:18,51.279600,-1.847400,5961
160814-06:34:51,51.279000,-1.839800,5984
160814-06:35:20,51.278600,-1.832600,6028
160814-06:35:52,51.278100,-1.825100,6047
160814-06:36:22,51.277800,-1.817800,6095
160814-06:36:54,51.277500,-1.810600,6109
160814-06:37:24,51.277200,-1.803700,6129
160814-06:37:55,51.277000,-1.796200,6168
160814-06:38:26,51.276800,-1.788300,6240
160814-06:38:59,51.276400,-1.780600,6237
160814-06:39:28,51.276200,-1.773100,6296
160814-06:40:01,51.276000,-1.765200,6301
160814-06:40:30,51.275500,-1.757800,6343
160814-06:41:03,51.275500,-1.749700,6363
160814-06:41:32,51.275200,-1.742100,6394
160814-06:42:05,51.275000,-1.733900,6435
160814-06:42:37,51.274700,-1.725800,6466
160814-06:43:05,51.274100,-1.717900,6539
160814-06:43:38,51.273600,-1.709900,6548
160814-06:44:07,51.273100,-1.702600,6569
160814-06:44:38,51.272400,-1.694800,6613
160814-06:45:09,51.271600,-1.686700,6692
160814-06:45:40,51.270900,-1.678800,6714
160814-06:46:11,51.269800,-1.670500,6781
160814-06:46:42,51.268800,-1.662500,6771
160814-06:47:15,51.267500,-1.653600,6792
160814-06:47:47,51.266200,-1.644400,6822
160814-06:48:15,51.265200,-1.635600,6889
160814-06:48:48,51.264400,-1.626400,6892
160814-06:49:17,51.263500,-1.617600,6945
160814-06:49:48,51.262800,-1.608400,7000
160814-06:50:21,51.261800,-1.599100,6998
160814-06:50:50,51.261000,-1.589900,7045
160814-06:51:22,51.259900,-1.580500,7085
160814-06:51:52,51.259200,-1.571500,7112
160814-06:52:24,51.258400,-1.562200,7160
160814-06:52:54,51.257500,-1.553300,7189
160814-06:53:25,51.256600,-1.544300,7233
160814-06:53:56,51.255700,-1.535500,7255
160814-06:54:30,51.254600,-1.525700,7313
160814-06:55:00,51.253500,-1.516400,7368
160814-06:55:29,51.252500,-1.507100,7444
160814-06:56:02,51.251200,-1.497800,7458
160814-06:56:31,51.250300,-1.488800,7502
160814-06:57:04,51.249100,-1.478900,7543
160814-06:57:36,51.248000,-1.468800,7582
160814-06:58:04,51.246900,-1.459900,7635
160814-06:58:35,51.245900,-1.450100,7689
160814-06:59:07,51.244900,-1.440800,7702
160814-06:59:40,51.244000,-1.430900,7737
160814-07:00:08,51.243200,-1.422300,7738
160814-07:00:39,51.242200,-1.413100,7782
160814-07:01:13,51.241300,-1.402800,7849
160814-07:01:41,51.240600,-1.393800,7936
160814-07:02:12,51.239700,-1.384600,7939
160814-07:02:45,51.238600,-1.375100,7973
160814-07:03:16,51.237500,-1.365700,8024
160814-07:03:47,51.236500,-1.356600,8061
160814-07:04:16,51.235400,-1.347200,8151
160814-07:04:47,51.234300,-1.338100,8149
160814-07:05:18,51.233300,-1.329000,8172
160814-07:05:49,51.232300,-1.319500,8208
160814-07:06:22,51.231000,-1.309900,8240
160814-07:06:53,51.229800,-1.300700,8280
160814-07:07:22,51.228700,-1.292300,8306
160814-07:07:53,51.227500,-1.283200,8338
160814-07:08:24,51.226100,-1.274400,8349
160814-07:08:55,51.225100,-1.264800,8454
160814-07:09:29,51.223800,-1.255000,8459
160814-07:09:59,51.222800,-1.246300,8490
160814-07:10:31,51.221700,-1.236900,8513
160814-07:11:01,51.220800,-1.227800,8557
160814-07:11:30,51.219800,-1.219200,8588
160814-07:12:01,51.218800,-1.210000,8637
160814-07:12:34,51.218000,-1.200700,8662
160814-07:13:05,51.216900,-1.191300,8697
160814-07:13:34,51.215900,-1.182400,8715
160814-07:14:05,51.215000,-1.172900,8723
160814-07:14:38,51.213700,-1.162500,8801
160814-07:15:09,51.212600,-1.153100,8825
160814-07:15:40,51.211400,-1.143500,8867
160814-07:16:11,51.210200,-1.133500,8902
160814-07:16:42,51.208800,-1.123400,8946
160814-07:17:11,51.207400,-1.113700,8989
160814-07:17:44,51.206100,-1.102500,9012
160814-07:18:13,51.204900,-1.092400,9077
160814-07:18:46,51.203600,-1.081500,9074
160814-07:19:17,51.202400,-1.070400,9112
160814-07:19:46,51.201400,-1.059600,9154
160814-07:20:19,51.200200,-1.048100,9186
160814-07:20:50,51.199400,-1.036400,9244
160814-07:21:21,51.198400,-1.025100,9275
160814-07:21:50,51.197700,-1.014000,9298
160814-07:22:21,51.197100,-1.001900,9375
160814-07:22:54,51.196300,-0.989400,9404
160814-07:23:23,51.195400,-0.977600,9428
160814-07:23:54,51.194400,-0.965300,9502
160814-07:24:27,51.193500,-0.952500,9555
160814-07:24:56,51.192600,-0.940400,9589
160814-07:25:27,51.191600,-0.927900,9629
160814-07:26:00,51.190600,-0.914700,9697
160814-07:26:29,51.189900,-0.902300,9760
160814-07:27:00,51.189300,-0.888800,9830
160814-07:27:34,51.188800,-0.874500,9833
160814-07:28:02,51.188100,-0.862000,9873
160814-07:28:35,51.187800,-0.847700,9901
160814-07:29:04,51.187300,-0.833400,9948
160814-07:29:37,51.186700,-0.818600,9975
160814-07:30:06,51.186300,-0.804900,10001
160814-07:30:39,51.186000,-0.789100,10049
160814-07:31:08,51.185800,-0.775600,10073
160814-07:31:41,51.185600,-0.760300,10130
160814-07:32:10,51.185200,-0.746400,10177
160814-07:32:43,51.184700,-0.731500,10214
160814-07:33:14,51.184000,-0.716700,10253
160814-07:33:43,51.183200,-0.702600,10276
160814-07:34:14,51.182200,-0.687400,10345
160814-07:34:47,51.181300,-0.671700,10392
160814-07:35:16,51.180200,-0.657800,10427
160814-07:35:47,51.179100,-0.642700,10497
160814-07:36:18,51.177700,-0.628000,10494
160814-07:36:49,51.176600,-0.613400,10526
160814-07:37:20,51.175300,-0.598200,10569
160814-07:37:51,51.174000,-0.583200,10593
160814-07:38:24,51.172900,-0.567800,10625
160814-07:38:53,51.172000,-0.553500,10631
160814-07:39:26,51.171000,-0.537500,10693
160814-07:39:55,51.170300,-0.523400,10731
160814-07:40:29,51.169700,-0.507300,10759
160814-07:40:57,51.169100,-0.494300,10793
160814-07:41:28,51.168900,-0.479800,10821
160814-07:41:59,51.168400,-0.465700,10853
160814-07:42:30,51.168100,-0.451300,10922
160814-07:43:03,51.167900,-0.436500,10936
160814-07:43:34,51.167600,-0.422400,10970
160814-07:44:05,51.167500,-0.408500,11012
160814-07:44:36,51.167300,-0.394400,11054
160814-07:45:07,51.167400,-0.380600,11084
160814-07:45:38,51.167600,-0.366400,11114
160814-07:46:07,51.168000,-0.353200,11130
160814-07:46:40,51.168200,-0.337900,11162
160814-07:47:11,51.168500,-0.323700,11188
160814-07:47:40,51.168700,-0.310700,11224
160814-07:48:13,51.169100,-0.296200,11230
160814-07:48:42,51.169700,-0.283400,11265
160814-07:49:13,51.170600,-0.269600,11282
160814-07:49:46,51.171600,-0.255100,11305
160814-07:50:15,51.172800,-0.241800,11317
160814-07:50:46,51.173800,-0.227700,11344
160814-07:51:17,51.175000,-0.213100,11374
160814-07:51:48,51.176300,-0.198100,11408
160814-07:52:19,51.177200,-0.182600,11445
160814-07:52:50,51.178300,-0.167700,11412
160814-07:54:11,51.180900,-0.127400,11444
160814-07:54:53,51.182100,-0.106200,11468
160814-07:56:04,51.184700,-0.072200,11260
160814-07:56:41,51.185700,-0.055800,11155
160814-07:57:23,51.186600,-0.036600,11012
160814-07:58:05,51.186500,-0.016800,10837
160814-07:58:47,51.186000,0.003700,10657
160814-07:59:29,51.184700,0.024000,10483
160814-08:00:05,51.183500,0.041700,10340
160814-08:00:41,51.182600,0.059100,10193
160814-08:01:17,51.182500,0.076100,10052
160814-08:01:59,51.182400,0.096300,9895
160814-08:02:35,51.182100,0.112500,9753
160814-08:03:11,51.181300,0.127700,9615
160814-08:03:53,51.180500,0.145000,9449
160814-08:04:29,51.179600,0.159100,9314
160814-08:05:05,51.178500,0.172500,9176
160814-08:05:47,51.177200,0.187100,9017
160814-08:06:29,51.175900,0.200600,8858
160814-08:07:11,51.174400,0.212700,8700
160814-08:07:42,51.173200,0.222000,8581
160814-08:08:23,51.171700,0.234300,8432
160814-08:08:59,51.170500,0.245200,8295
160814-08:09:35,51.169200,0.256000,8165
160814-08:10:17,51.167400,0.268800,8016
160814-08:10:59,51.165300,0.281600,7868
160814-08:11:35,51.163600,0.292500,7742
160814-08:12:11,51.162100,0.303100,7618
160814-08:12:54,51.160300,0.316000,7472
160814-08:13:21,51.158900,0.324300,7382
160814-08:13:52,51.157800,0.333200,7265
160814-08:14:23,51.156600,0.342400,7181
160814-08:14:54,51.155400,0.351400,7048
160814-08:15:25,51.154200,0.360100,6982
160814-08:15:58,51.153200,0.368800,6872
160814-08:16:27,51.152700,0.376300,6778
160814-08:16:58,51.152100,0.384400,6686
160814-08:20:47,51.148400,0.439400,5966
160814-08:21:13,51.148700,0.444600,5872
160814-08:21:44,51.149100,0.450600,5836
160814-08:22:15,51.148800,0.456900,5684
160814-08:22:46,51.148200,0.462800,5597
160814-08:23:18,51.147900,0.468800,5499
160814-08:23:48,51.147300,0.474200,5393
160814-08:24:19,51.146800,0.479300,5342
160814-08:24:50,51.146000,0.485000,5198
160814-08:25:23,51.145700,0.490600,5129
160814-08:26:41,51.144700,0.504100,4893
160814-08:27:17,51.144200,0.509500,4788
160814-08:27:53,51.143600,0.514900,4689
160814-08:28:29,51.143100,0.520500,4585
160814-08:29:05,51.142700,0.525900,4486
160814-08:29:41,51.142400,0.530700,4386
160814-08:30:17,51.142100,0.535500,4283
160814-08:30:53,51.141700,0.540400,4181
160814-08:31:29,51.141300,0.545000,4082
160814-08:32:05,51.140900,0.549900,3978
160814-08:32:41,51.140100,0.554400,3875
160814-08:33:12,51.139300,0.558300,3790
160814-08:33:48,51.138400,0.563000,3691
160814-08:34:18,51.137800,0.566800,3614
160814-08:34:54,51.137000,0.571300,3521
160814-08:35:29,51.136200,0.575600,3428
160814-08:36:00,51.135400,0.579300,3354
160814-08:36:30,51.134600,0.583200,3279
160814-08:37:06,51.133500,0.587700,3186
160814-08:37:42,51.132500,0.591800,3094
160814-08:38:12,51.131500,0.595100,3017
160814-08:38:48,51.130500,0.599000,2921
160814-08:39:24,51.129600,0.602800,2825
160814-08:39:55,51.128800,0.606100,2747
160814-08:40:30,51.127900,0.609800,2659
160814-08:41:05,51.126900,0.613100,2568
160814-08:41:36,51.126200,0.615800,2493
160814-08:42:06,51.125400,0.618500,2422
160814-08:42:42,51.124400,0.621700,2330
160814-08:43:17,51.123500,0.625100,2239
160814-08:43:48,51.122600,0.628100,2160
160814-08:44:24,51.121600,0.631200,2069
160814-08:45:00,51.120500,0.633800,1977
160814-08:45:30,51.119700,0.635900,1907
160814-08:46:06,51.118900,0.638600,1820
160814-08:46:41,51.117900,0.641100,1741
160814-08:47:12,51.117100,0.643500,1666
160814-08:47:42,51.116300,0.646000,1591
160814-08:48:18,51.116400,0.647400,1508
160814-08:48:54,51.116500,0.649000,1413
160814-08:49:30,51.116400,0.650800,1336
160814-08:50:06,51.116400,0.652500,1246
160814-08:50:42,51.116200,0.654100,1102
160814-08:51:17,51.115800,0.655800,978
160814-08:51:48,51.115300,0.657600,867
160814-08:52:24,51.114000,0.659100,745
160814-08:52:55,51.112400,0.659700,645
160814-08:53:21,51.110900,0.659500,583
160814-08:53:52,51.109400,0.659700,513
160814-08:54:23,51.108200,0.659100,465
160814-08:54:54,51.106900,0.659200,414
160814-08:55:25,51.105800,0.659300,326
