time,latitude,longitude,altitude
170228-08:39:20,51.469968,-2.567467,225
170228-08:39:35,51.470031,-2.566367,250
170228-08:39:38,51.470030,-2.566144,255
170228-08:39:39,51.470025,-2.565988,259
170228-08:39:39,51.470025,-2.565998,258
170228-08:39:40,51.470024,-2.565969,259
170228-08:40:47,51.470355,-2.558085,388
170228-08:40:47,51.470356,-2.558009,388
170228-08:40:47,51.470355,-2.558073,388
170228-08:40:47,51.470356,-2.558034,388
170228-08:40:48,51.470356,-2.557970,389
170228-08:40:48,51.470357,-2.557918,389
170228-08:40:48,51.470357,-2.557931,389
170228-08:40:48,51.470357,-2.557880,390
170228-08:40:48,51.470356,-2.557944,389
170228-08:40:55,51.470400,-2.557000,399
170228-08:42:53,51.468938,-2.541183,527
170228-08:42:53,51.468935,-2.541157,527
170228-08:42:53,51.468936,-2.541170,527
170228-08:43:19,51.468395,-2.537486,555
170228-08:43:19,51.468388,-2.537442,555
170228-08:43:19,51.468397,-2.537501,555
170228-08:43:19,51.468393,-2.537472,555
170228-08:43:19,51.468390,-2.537457,555
170228-08:43:19,51.468399,-2.537516,555
170228-08:43:20,51.468384,-2.537413,556
170228-08:43:20,51.468382,-2.537398,556
170228-08:43:20,51.468373,-2.537339,556
170228-08:43:20,51.468364,-2.537281,557
170228-08:43:20,51.468371,-2.537325,556
170228-08:43:20,51.468369,-2.537310,556
170228-08:43:20,51.468377,-2.537369,556
170228-08:43:20,51.468380,-2.537384,556
170228-08:43:20,51.468367,-2.537295,556
170228-08:43:20,51.468375,-2.537354,556
170228-08:43:21,51.468360,-2.537251,557
170228-08:43:21,51.468342,-2.537134,558
170228-08:43:21,51.468347,-2.537163,557
170228-08:43:21,51.468345,-2.537148,557
170228-08:43:21,51.468349,-2.537178,557
170228-08:43:21,51.468351,-2.537193,557
170228-08:43:21,51.468358,-2.537237,557
170228-08:43:21,51.468353,-2.537207,557
170228-08:43:22,51.468340,-2.537119,558
170228-08:43:22,51.468327,-2.537030,558
170228-08:43:22,51.468320,-2.536985,559
170228-08:43:22,51.468331,-2.537059,558
170228-08:43:22,51.468325,-2.537015,558
170228-08:43:22,51.468329,-2.537044,558
170228-08:43:22,51.468323,-2.537000,559
170228-08:43:22,51.468334,-2.537074,558
170228-08:43:23,51.468318,-2.536970,559
170228-08:43:23,51.468310,-2.536910,559
170228-08:43:23,51.468312,-2.536925,559
170228-08:43:23,51.468306,-2.536881,559
170228-08:43:23,51.468299,-2.536836,560
170228-08:43:23,51.468302,-2.536851,560
170228-08:43:23,51.468303,-2.536866,559
170228-08:43:23,51.468308,-2.536896,559
170228-08:43:23,51.468316,-2.536955,559
170228-08:43:24,51.468297,-2.536821,560
170228-08:43:24,51.468291,-2.536777,560
170228-08:43:24,51.468282,-2.536717,560
170228-08:43:24,51.468293,-2.536792,560
170228-08:43:24,51.468278,-2.536687,561
170228-08:43:24,51.468280,-2.536702,561
170228-08:43:24,51.468285,-2.536732,560
170228-08:43:24,51.468295,-2.536806,560
170228-08:43:25,51.468276,-2.536672,561
170228-08:43:25,51.468268,-2.536612,561
170228-08:43:25,51.468274,-2.536657,561
170228-08:43:25,51.468257,-2.536538,562
170228-08:43:25,51.468260,-2.536553,562
170228-08:43:25,51.468262,-2.536568,562
170228-08:43:25,51.468270,-2.536627,561
170228-08:43:25,51.468272,-2.536642,561
170228-08:43:25,51.468264,-2.536583,561
170228-08:43:26,51.468255,-2.536523,562
170228-08:43:26,51.468240,-2.536419,563
170228-08:43:26,51.468249,-2.536479,562
170228-08:43:26,51.468236,-2.536389,563
170228-08:43:26,51.468247,-2.536464,562
170228-08:43:27,51.468234,-2.536374,563
170228-08:43:27,51.468219,-2.536270,564
170228-08:43:27,51.468215,-2.536240,564
170228-08:43:28,51.468212,-2.536226,564
170228-08:43:28,51.468210,-2.536211,564
170228-08:43:28,51.468208,-2.536196,564
170228-08:43:28,51.468204,-2.536166,564
170228-08:43:28,51.468199,-2.536136,564
170228-08:43:28,51.468192,-2.536091,565
170228-08:43:28,51.468206,-2.536181,564
170228-08:43:28,51.468195,-2.536106,565
170228-08:43:28,51.468201,-2.536151,564
170228-08:43:29,51.468173,-2.535957,566
170228-08:43:29,51.468171,-2.535942,566
170228-08:43:30,51.468155,-2.535836,567
170228-08:43:30,51.468160,-2.535867,566
170228-08:43:30,51.468153,-2.535821,567
170228-08:43:31,51.468131,-2.535671,568
170228-08:43:31,51.468143,-2.535761,567
170228-08:43:31,51.468141,-2.535746,567
170228-08:43:31,51.468137,-2.535716,567
170228-08:43:31,51.468128,-2.535656,568
170228-08:43:32,51.468107,-2.535505,569
170228-08:43:32,51.468113,-2.535550,568
170228-08:43:32,51.468120,-2.535595,568
170228-08:43:32,51.468105,-2.535490,569
170228-08:43:33,51.468100,-2.535459,569
170228-08:43:33,51.468091,-2.535399,569
170228-08:43:33,51.468087,-2.535369,570
170228-08:43:33,51.468094,-2.535414,569
170228-08:43:33,51.468098,-2.535444,569
170228-08:43:33,51.468085,-2.535354,570
170228-08:43:33,51.468096,-2.535429,569
170228-08:43:34,51.468067,-2.535233,571
170228-08:43:34,51.468060,-2.535188,571
170228-08:43:34,51.468069,-2.535248,570
170228-08:43:34,51.468063,-2.535203,571
170228-08:43:34,51.468076,-2.535293,570
170228-08:43:34,51.468071,-2.535263,570
170228-08:43:34,51.468065,-2.535218,571
170228-08:43:34,51.468073,-2.535278,570
170228-08:43:35,51.468058,-2.535172,571
170228-08:43:35,51.468052,-2.535127,571
170228-08:43:35,51.468041,-2.535051,572
170228-08:43:35,51.468056,-2.535157,571
170228-08:43:35,51.468038,-2.535036,572
170228-08:43:35,51.468045,-2.535081,572
170228-08:43:35,51.468049,-2.535112,571
170228-08:43:35,51.468043,-2.535066,572
170228-08:43:35,51.468047,-2.535096,571
170228-08:43:36,51.468036,-2.535020,572
170228-08:43:36,51.468016,-2.534884,573
170228-08:43:36,51.468025,-2.534945,572
170228-08:43:36,51.468027,-2.534960,572
170228-08:43:36,51.468021,-2.534914,573
170228-08:43:36,51.468032,-2.534990,572
170228-08:43:36,51.468034,-2.535005,572
170228-08:43:36,51.468023,-2.534930,573
170228-08:43:37,51.468014,-2.534869,573
170228-08:43:37,51.467999,-2.534763,574
170228-08:43:37,51.468012,-2.534854,573
170228-08:43:37,51.468001,-2.534778,574
170228-08:43:37,51.468005,-2.534808,573
170228-08:43:37,51.467997,-2.534747,574
170228-08:43:37,51.467995,-2.534732,574
170228-08:43:37,51.468008,-2.534823,573
170228-08:43:37,51.468010,-2.534838,573
170228-08:43:38,51.467993,-2.534717,574
170228-08:43:38,51.467973,-2.534581,575
170228-08:43:38,51.467986,-2.534672,574
170228-08:43:38,51.467988,-2.534687,574
170228-08:43:38,51.467982,-2.534641,574
170228-08:43:38,51.467984,-2.534656,574
170228-08:43:38,51.467990,-2.534702,574
170228-08:43:38,51.467977,-2.534611,575
170228-08:43:38,51.467975,-2.534596,575
170228-08:43:39,51.467971,-2.534565,575
170228-08:43:39,51.467953,-2.534444,576
170228-08:43:39,51.467964,-2.534520,575
170228-08:43:39,51.467968,-2.534550,575
170228-08:43:39,51.467957,-2.534475,575
170228-08:43:39,51.467951,-2.534429,576
170228-08:43:39,51.467962,-2.534505,575
170228-08:43:39,51.467966,-2.534535,575
170228-08:43:39,51.467959,-2.534490,575
170228-08:43:40,51.467948,-2.534414,576
170228-08:43:40,51.467939,-2.534353,576
170228-08:43:40,51.467946,-2.534399,576
170228-08:43:40,51.467944,-2.534383,576
170228-08:43:40,51.467932,-2.534308,577
170228-08:43:40,51.467942,-2.534368,576
170228-08:43:40,51.467935,-2.534323,576
170228-08:43:40,51.467937,-2.534338,576
