time,latitude,longitude,altitude
000000-12:09:31,51.463870,-2.591420,313
000000-12:10:01,51.463650,-2.593130,360
000000-12:10:31,51.463600,-2.594930,423
000000-12:11:01,51.463690,-2.596660,482
000000-12:11:31,51.463500,-2.598470,542
000000-12:12:01,51.463310,-2.600030,580
000000-12:12:31,51.462890,-2.601450,600
000000-12:13:01,51.462560,-2.602730,627
000000-12:13:31,51.462360,-2.603980,659
000000-12:14:31,51.461580,-2.606880,762
000000-12:15:01,51.461250,-2.608470,849
000000-12:16:01,51.459540,-2.612140,1032
000000-12:16:31,51.458680,-2.613690,1070
000000-12:17:01,51.457780,-2.615350,1117
000000-12:17:31,51.457430,-2.617580,1138
000000-12:18:01,51.457300,-2.619420,1137
000000-12:18:31,51.457110,-2.621340,1159
000000-12:19:01,51.456940,-2.623600,1205
000000-12:19:31,51.456770,-2.625900,1241
000000-12:20:01,51.456550,-2.628040,1287
000000-12:20:31,51.456290,-2.630620,1311
000000-12:21:01,51.455880,-2.633110,1328
000000-12:21:31,51.455230,-2.635390,1363
000000-12:22:01,51.454360,-2.637560,1388
000000-12:22:31,51.453470,-2.640040,1415
000000-12:23:01,51.452570,-2.642650,1454
000000-12:23:31,51.451650,-2.645430,1486
000000-12:24:01,51.450750,-2.648020,1521
000000-12:24:31,51.449950,-2.650690,1564
000000-12:25:01,51.449130,-2.653480,1603
000000-12:25:31,51.448360,-2.656250,1657
000000-12:26:01,51.447630,-2.658970,1673
000000-12:26:31,51.446880,-2.661700,1739
000000-12:27:01,51.445960,-2.664170,1755
000000-12:27:31,51.445080,-2.666800,1787
000000-12:28:01,51.444140,-2.669290,1804
000000-12:28:31,51.443340,-2.671670,1825
000000-12:29:01,51.442610,-2.673860,1857
000000-12:29:31,51.441780,-2.675940,1892
000000-12:30:01,51.441100,-2.678330,1930
000000-12:30:31,51.440390,-2.680670,1976
000000-12:31:01,51.439500,-2.683100,2037
000000-12:31:31,51.438540,-2.685480,2072
000000-12:32:01,51.437660,-2.688060,2135
000000-12:32:31,51.436640,-2.690700,2173
000000-12:33:01,51.435630,-2.693710,2235
000000-12:33:31,51.434570,-2.696590,2255
000000-12:34:01,51.433570,-2.699710,2280
000000-12:34:31,51.432590,-2.702710,2311
000000-12:35:01,51.431580,-2.705650,2335
000000-12:35:31,51.430640,-2.708390,2357
000000-12:36:01,51.429710,-2.711060,2389
000000-12:36:31,51.428850,-2.713650,2435
000000-12:37:01,51.427970,-2.716110,2479
000000-12:37:31,51.427000,-2.718350,2516
000000-12:38:01,51.426010,-2.720640,2570
000000-12:38:31,51.425140,-2.723220,2605
000000-12:39:01,51.424220,-2.725920,2664
000000-12:39:31,51.423290,-2.728210,2710
000000-12:40:01,51.422360,-2.730610,2742
000000-12:40:31,51.421240,-2.733120,2770
000000-12:41:01,51.419950,-2.735550,2803
000000-12:41:31,51.418620,-2.738170,2830
000000-12:42:01,51.417110,-2.740630,2855
000000-12:42:31,51.415760,-2.742900,2887
000000-12:43:01,51.414480,-2.744830,2933
000000-12:43:31,51.413470,-2.746900,2972
000000-12:44:01,51.412730,-2.749500,3016
000000-12:44:31,51.411820,-2.752300,3063
000000-12:45:01,51.410720,-2.755170,3115
000000-12:45:31,51.409400,-2.757920,3184
000000-12:46:01,51.407770,-2.760700,3234
000000-12:46:31,51.406000,-2.763330,3290
000000-12:47:01,51.404440,-2.766090,3347
000000-12:47:31,51.402860,-2.768860,3393
000000-12:48:01,51.401300,-2.771490,3423
000000-12:48:31,51.399830,-2.774220,3461
000000-12:49:01,51.398440,-2.777000,3498
000000-12:49:31,51.396940,-2.779760,3532
000000-12:50:01,51.395510,-2.782370,3578
000000-12:50:31,51.394080,-2.784890,3618
000000-12:51:01,51.392650,-2.787330,3660
000000-12:51:31,51.391170,-2.789760,3703
000000-12:52:01,51.389660,-2.792290,3765
000000-12:52:31,51.387970,-2.795000,3808
000000-12:53:01,51.386310,-2.797990,3860
000000-12:53:31,51.384560,-2.800890,3905
000000-12:54:01,51.382890,-2.803730,3961
000000-12:54:31,51.381400,-2.806580,4006
000000-12:55:01,51.379880,-2.809500,4053
000000-12:55:31,51.378260,-2.812330,4090
000000-12:56:01,51.376450,-2.815250,4133
000000-12:56:31,51.374530,-2.818300,4164
000000-12:57:01,51.372590,-2.821370,4209
000000-12:57:31,51.370550,-2.824710,4250
000000-12:58:01,51.368700,-2.828210,4292
000000-12:58:31,51.366860,-2.831820,4332
000000-12:59:01,51.365100,-2.835410,4366
000000-12:59:31,51.363280,-2.838980,4413
000000-13:00:01,51.361450,-2.842530,4451
000000-13:00:31,51.359740,-2.846100,4485
000000-13:01:01,51.358040,-2.849530,4529
000000-13:01:31,51.356310,-2.853010,4560
000000-13:02:01,51.354560,-2.856580,4612
000000-13:02:31,51.352680,-2.859810,4655
000000-13:03:01,51.350820,-2.862940,4702
000000-13:03:31,51.348960,-2.866200,4755
000000-13:04:01,51.347100,-2.869720,4815
000000-13:04:31,51.345250,-2.873330,4863
000000-13:05:01,51.343490,-2.877240,4919
000000-13:05:31,51.341790,-2.881370,4976
000000-13:06:01,51.340070,-2.885380,5030
000000-13:06:31,51.338520,-2.889580,5084
000000-13:07:01,51.336980,-2.893720,5142
000000-13:07:31,51.335540,-2.897940,5205
000000-13:08:01,51.333940,-2.901970,5255
000000-13:08:31,51.332330,-2.905880,5316
000000-13:09:01,51.330600,-2.909570,5373
000000-13:09:31,51.328740,-2.913070,5417
000000-13:10:01,51.326820,-2.916670,5470
000000-13:10:31,51.324950,-2.920700,5529
000000-13:11:01,51.322960,-2.924610,5574
000000-13:11:31,51.320970,-2.928430,5630
000000-13:12:01,51.319030,-2.932430,5677
000000-13:12:31,51.316990,-2.936430,5737
000000-13:13:01,51.315020,-2.940610,5780
000000-13:13:31,51.313230,-2.944970,5832
000000-13:14:01,51.311480,-2.949200,5867
000000-13:14:31,51.309700,-2.953200,5911
000000-13:15:01,51.308120,-2.957350,5964
000000-13:15:31,51.306530,-2.961600,6007
000000-13:16:01,51.304720,-2.965930,6053
000000-13:16:31,51.303100,-2.970480,6094
000000-13:17:01,51.301360,-2.975040,6141
000000-13:17:31,51.299600,-2.979570,6193
000000-13:18:01,51.298070,-2.984230,6256
000000-13:18:31,51.296580,-2.989010,6312
000000-13:19:01,51.295100,-2.993860,6361
000000-13:19:31,51.293710,-2.998760,6420
000000-13:20:01,51.292330,-3.003650,6474
000000-13:20:31,51.290820,-3.008540,6547
000000-13:21:01,51.289120,-3.013350,6601
000000-13:21:31,51.287370,-3.018280,6669
000000-13:22:01,51.285340,-3.023070,6737
000000-13:22:31,51.283120,-3.028090,6808
000000-13:23:01,51.280900,-3.033370,6867
000000-13:23:31,51.278650,-3.038610,6932
000000-13:24:01,51.276430,-3.043830,6989
000000-13:24:31,51.274160,-3.049100,7048
000000-13:25:01,51.271920,-3.054350,7110
000000-13:25:31,51.269700,-3.059700,7159
000000-13:26:01,51.267510,-3.064940,7211
000000-13:26:31,51.265260,-3.070290,7256
000000-13:27:01,51.263140,-3.075600,7294
000000-13:27:31,51.261080,-3.080960,7339
000000-13:28:01,51.258970,-3.086440,7378
000000-13:28:31,51.257000,-3.092070,7410
000000-13:29:01,51.255000,-3.097660,7451
000000-13:29:31,51.253120,-3.103330,7481
000000-13:30:01,51.251190,-3.108860,7519
000000-13:30:31,51.249300,-3.114810,7544
000000-13:31:01,51.247340,-3.120770,7574
000000-13:31:31,51.245160,-3.126590,7602
000000-13:32:01,51.242910,-3.132160,7627
000000-13:32:31,51.240590,-3.137870,7651
000000-13:33:01,51.238310,-3.143670,7673
000000-13:33:31,51.236050,-3.149420,7702
000000-13:34:01,51.233700,-3.155140,7739
000000-13:34:31,51.231320,-3.160810,7764
000000-13:35:01,51.228890,-3.166390,7783
000000-13:35:31,51.226540,-3.171980,7818
000000-13:36:01,51.224220,-3.177560,7848
000000-13:36:31,51.221870,-3.183140,7883
000000-13:37:01,51.219550,-3.188720,7910
000000-13:37:31,51.217340,-3.194490,7938
000000-13:38:01,51.215180,-3.200350,7964
000000-13:38:31,51.212930,-3.206040,7995
000000-13:39:01,51.210740,-3.211760,8021
000000-13:39:31,51.208400,-3.217440,8060
000000-13:40:01,51.206070,-3.223110,8075
000000-13:40:31,51.203710,-3.228770,8101
000000-13:41:01,51.201420,-3.234450,8130
000000-13:41:31,51.199080,-3.240140,8146
000000-13:42:01,51.196680,-3.245780,8177
000000-13:42:31,51.194350,-3.251390,8210
000000-13:43:01,51.191970,-3.257060,8239
000000-13:43:31,51.189570,-3.262700,8268
000000-13:44:01,51.187210,-3.268370,8300
000000-13:44:31,51.184850,-3.274070,8324
000000-13:45:01,51.182460,-3.279740,8353
000000-13:45:31,51.180070,-3.285400,8395
000000-13:46:01,51.177520,-3.291040,8416
000000-13:46:31,51.174820,-3.296500,8455
000000-13:47:01,51.172230,-3.301880,8483
000000-13:47:31,51.169530,-3.307210,8514
000000-13:48:01,51.166800,-3.312420,8549
000000-13:48:31,51.164210,-3.317700,8578
000000-13:49:01,51.161660,-3.323170,8609
000000-13:49:31,51.159140,-3.328640,8634
000000-13:50:01,51.156560,-3.334050,8664
000000-13:50:31,51.154000,-3.339600,8694
000000-13:51:01,51.151450,-3.345210,8719
000000-13:51:31,51.148980,-3.350950,8762
000000-13:52:01,51.146540,-3.356730,8775
000000-13:52:31,51.144090,-3.362520,8810
000000-13:53:01,51.141600,-3.368260,8826
000000-13:53:31,51.139050,-3.373990,8856
000000-13:54:01,51.136450,-3.379740,8883
000000-13:54:31,51.133810,-3.385460,8903
000000-13:55:01,51.131110,-3.391120,8939
000000-13:55:31,51.128410,-3.396850,8965
000000-13:56:01,51.125760,-3.402560,8995
000000-13:56:31,51.122980,-3.408190,9017
000000-13:57:01,51.120210,-3.413770,9042
000000-13:57:31,51.117390,-3.419280,9069
000000-13:58:01,51.114580,-3.424800,9086
000000-13:58:31,51.111740,-3.430240,9113
000000-13:59:01,51.108910,-3.435650,9134
000000-13:59:31,51.106110,-3.441130,9161
000000-14:00:01,51.103320,-3.446460,9182
000000-14:00:31,51.100520,-3.451840,9200
000000-14:01:01,51.097680,-3.457250,9224
