time,latitude,longitude,altitude
160731-08:42:57,51.385500,-2.322400,3582
160731-08:43:30,51.383700,-2.319600,3617
160731-08:44:02,51.382100,-2.317000,3656
160731-08:44:35,51.380300,-2.314400,3681
160731-08:45:08,51.378400,-2.311600,3706
160731-08:45:41,51.376600,-2.308700,3740
160731-08:46:13,51.375100,-2.305800,3787
160731-08:46:46,51.373600,-2.302500,3825
160731-08:47:19,51.371700,-2.298900,3866
160731-08:47:52,51.369700,-2.295200,3924
160731-08:48:24,51.367800,-2.291600,3959
160731-08:48:57,51.366100,-2.287800,4002
160731-08:49:30,51.364200,-2.283700,4040
160731-08:51:06,51.359400,-2.271600,4123
160731-08:51:38,51.357900,-2.267400,4153
160731-08:52:11,51.356500,-2.263500,4183
160731-08:52:44,51.355200,-2.259600,4211
160731-08:53:17,51.353800,-2.255800,4241
160731-08:55:06,51.349000,-2.243300,4371
160731-08:55:39,51.347200,-2.239300,4420
160731-08:56:12,51.345500,-2.234800,4469
160731-08:56:44,51.343800,-2.230400,4512
160731-08:57:17,51.342300,-2.225700,4572
160731-08:57:50,51.340600,-2.221100,4621
160731-08:58:23,51.338900,-2.216400,4677
160731-08:58:56,51.337200,-2.211900,4737
160731-08:59:29,51.335300,-2.207100,4784
160731-09:00:02,51.333400,-2.202300,4824
160731-09:00:34,51.331500,-2.197700,4858
160731-09:01:07,51.329600,-2.192900,4893
160731-09:01:40,51.327800,-2.188200,4932
160731-09:02:13,51.325800,-2.183500,4958
160731-09:02:46,51.323900,-2.178600,4990
160731-09:03:19,51.322000,-2.174100,5026
160731-09:03:52,51.319900,-2.169500,5064
160731-09:04:25,51.318000,-2.165000,5114
160731-09:04:58,51.315800,-2.160500,5160
160731-09:05:31,51.313700,-2.156000,5211
160731-09:06:04,51.311500,-2.151300,5271
160731-09:06:37,51.309300,-2.146700,5325
160731-09:08:15,51.302600,-2.132400,5473
160731-09:08:48,51.300400,-2.127500,5512
160731-09:09:21,51.298300,-2.122900,5553
160731-09:09:54,51.296300,-2.118200,5579
160731-09:10:27,51.294100,-2.113600,5615
160731-09:11:00,51.291800,-2.109100,5646
160731-09:11:33,51.289500,-2.104600,5682
160731-09:12:06,51.287100,-2.099800,5716
160731-09:12:39,51.284800,-2.095000,5755
160731-09:13:12,51.282400,-2.090100,5804
160731-09:15:04,51.273900,-2.073700,5993
160731-09:15:37,51.271400,-2.069000,6053
160731-09:16:10,51.269100,-2.064400,6112
160731-09:16:43,51.266500,-2.059700,6164
160731-09:17:16,51.264100,-2.055200,6217
160731-09:17:50,51.261400,-2.050300,6255
160731-09:18:23,51.259000,-2.045300,6295
160731-09:18:56,51.256400,-2.040100,6326
160731-09:19:29,51.253900,-2.035000,6356
160731-09:20:03,51.251600,-2.029600,6393
160731-09:20:36,51.249200,-2.024400,6420
160731-09:21:09,51.246800,-2.019200,6457
160731-09:21:43,51.244100,-2.013900,6478
160731-09:22:16,51.241400,-2.008700,6523
160731-09:22:49,51.238800,-2.003500,6564
160731-09:23:23,51.236100,-1.998300,6610
160731-09:23:56,51.233200,-1.993000,6655
160731-09:24:30,51.230400,-1.987400,6712
160731-09:25:03,51.227700,-1.982500,6771
160731-09:25:37,51.224800,-1.977800,6827
160731-09:26:10,51.221900,-1.973300,6885
160731-09:26:43,51.218900,-1.968900,6947
160731-09:27:17,51.216000,-1.964400,7008
160731-09:27:50,51.213000,-1.960100,7075
160731-09:28:24,51.209900,-1.955400,7136
160731-09:28:57,51.206900,-1.951000,7199
160731-09:30:42,51.197500,-1.936800,7375
160731-09:31:16,51.194200,-1.931700,7427
160731-09:31:49,51.190800,-1.926600,7479
160731-09:32:23,51.187400,-1.921800,7527
160731-09:32:57,51.183900,-1.917300,7583
160731-09:33:30,51.180400,-1.913000,7632
160731-09:34:04,51.176900,-1.908200,7684
160731-09:34:38,51.173300,-1.903500,7733
160731-09:35:11,51.169800,-1.898500,7782
160731-09:35:45,51.166200,-1.893400,7844
160731-09:36:19,51.162600,-1.888100,7894
160731-09:36:52,51.159000,-1.882900,7954
160731-09:37:26,51.155300,-1.877300,8006
160731-09:38:00,51.151600,-1.871900,8066
160731-09:39:02,51.144800,-1.862000,8157
160731-09:39:35,51.141100,-1.856500,8210
160731-09:40:09,51.137300,-1.850600,8257
160731-09:40:43,51.133500,-1.844700,8311
160731-09:41:17,51.129700,-1.839000,8374
160731-09:41:51,51.125800,-1.833200,8426
160731-09:42:25,51.121900,-1.827200,8486
160731-09:42:59,51.118100,-1.821100,8554
160731-09:44:23,51.108200,-1.805900,8717
160731-09:44:57,51.104000,-1.799600,8784
160731-09:45:31,51.099700,-1.793100,8850
160731-09:46:05,51.095500,-1.786500,8923
160731-09:46:39,51.091500,-1.779400,8979
160731-09:47:13,51.087600,-1.771900,9045
160731-09:47:47,51.083800,-1.764100,9110
160731-09:48:21,51.080100,-1.756500,9169
160731-09:48:55,51.076400,-1.749100,9220
160731-09:49:30,51.072500,-1.741400,9268
160731-09:50:04,51.068700,-1.733900,9319
160731-09:50:38,51.064700,-1.726600,9358
160731-09:51:12,51.060900,-1.719400,9399
160731-09:51:47,51.056900,-1.711800,9449
160731-09:54:21,51.038600,-1.676900,9645
160731-09:56:06,51.026000,-1.653800,9822
160731-09:56:39,51.022000,-1.646500,9879
160731-09:57:14,51.018000,-1.639300,9940
160731-09:57:48,51.014100,-1.632200,9982
160731-09:58:23,51.010100,-1.624900,10032
160731-09:58:58,51.006500,-1.617800,10075
160731-09:59:32,51.003000,-1.610700,10124
160731-10:00:07,50.999700,-1.603400,10166
160731-10:01:33,50.991400,-1.584800,10264
160731-10:02:07,50.988200,-1.576900,10301
160731-10:02:42,50.984800,-1.568500,10331
160731-10:03:16,50.981400,-1.560200,10367
160731-10:03:51,50.977900,-1.551500,10401
160731-10:04:26,50.974200,-1.542900,10426
