time,latitude,longitude,altitude
000000-00:01:00,51.369460,-2.831880,1594
000000-00:01:00,51.236400,-2.578280,4612
151011-16:10:00,51.445440,-2.641590,291
151011-16:12:00,51.440280,-2.649670,412
151011-16:13:00,51.437940,-2.654110,479
151011-16:15:00,51.433220,-2.662800,505
151011-16:16:00,51.430640,-2.667050,504
151011-16:17:00,51.428160,-2.671870,512
151011-16:21:00,51.419620,-2.691340,661
151011-16:23:00,51.415280,-2.701590,777
151011-16:25:00,51.410990,-2.711610,839
151011-16:26:00,51.408790,-2.716670,867
151011-16:27:00,51.406600,-2.722550,883
151011-16:28:00,51.404760,-2.728910,909
151011-16:29:00,51.403210,-2.735870,938
151011-16:30:00,51.401620,-2.742240,965
151011-16:31:00,51.400290,-2.747780,989
151011-16:32:00,51.398940,-2.752890,1020
151011-16:33:00,51.397400,-2.757470,1056
151011-16:34:00,51.395860,-2.761850,1083
151011-16:35:00,51.394180,-2.765810,1100
151011-16:36:00,51.392430,-2.769610,1112
151011-16:37:00,51.390650,-2.773140,1143
151011-16:38:00,51.389030,-2.776820,1155
151011-16:39:00,51.387380,-2.780570,1186
151011-16:40:00,51.385890,-2.784300,1228
151011-16:41:00,51.384550,-2.788130,1270
151011-16:42:00,51.383190,-2.791900,1294
151011-16:43:00,51.381880,-2.795430,1330
151011-16:44:00,51.380690,-2.798770,1337
151011-16:45:00,51.379600,-2.802040,1357
151011-16:46:00,51.378450,-2.805270,1367
151011-16:47:00,51.377230,-2.808540,1372
151011-16:48:00,51.376010,-2.812030,1412
151011-16:49:00,51.374880,-2.815560,1438
151011-16:50:00,51.373780,-2.819150,1472
151011-16:51:00,51.372710,-2.822550,1506
151011-16:52:00,51.371650,-2.825930,1531
151011-16:55:00,51.368190,-2.834730,1628
151011-16:56:00,51.366920,-2.837420,1645
151011-16:57:00,51.365580,-2.840100,1669
151011-16:58:00,51.364170,-2.842500,1685
151011-16:59:00,51.362710,-2.844600,1715
151011-17:00:00,51.361390,-2.846250,1726
151011-17:01:00,51.360060,-2.847680,1745
151011-17:02:00,51.358670,-2.849200,1778
151011-17:03:00,51.357200,-2.850670,1812
151011-17:04:00,51.355700,-2.852150,1845
151011-17:05:00,51.354160,-2.853440,1871
151011-17:06:00,51.352600,-2.854840,1899
151011-17:07:00,51.351080,-2.856280,1931
151011-17:08:00,51.349640,-2.857470,1964
151011-17:09:00,51.348000,-2.858230,1995
151011-17:10:00,51.346340,-2.858660,2037
151011-17:11:00,51.344540,-2.858610,2069
151011-17:12:00,51.342760,-2.858250,2104
151011-17:13:00,51.340960,-2.857860,2133
151011-17:14:00,51.339070,-2.857230,2167
151011-17:15:00,51.336970,-2.856430,2192
151011-17:16:00,51.334780,-2.855700,2209
151011-17:17:00,51.332560,-2.855000,2237
151011-17:18:00,51.330010,-2.854390,2264
151011-17:19:00,51.327490,-2.853930,2291
151011-17:20:00,51.325180,-2.853340,2330
151011-17:21:00,51.322950,-2.852610,2356
151011-17:22:00,51.321010,-2.851720,2388
151011-17:23:00,51.319000,-2.850630,2420
151011-17:24:00,51.316700,-2.849750,2446
151011-17:25:00,51.314290,-2.849070,2476
151011-17:26:00,51.311820,-2.848540,2504
151011-17:27:00,51.309460,-2.847990,2526
151011-17:28:00,51.307090,-2.847620,2556
151011-17:29:00,51.304850,-2.847430,2576
151011-17:30:00,51.302700,-2.847490,2605
151011-17:31:00,51.300490,-2.847600,2629
151011-17:32:00,51.298200,-2.847640,2652
