time,latitude,longitude,altitude
151011-18:23:30,51.241910,-2.812290,4613
151011-18:24:30,51.241990,-2.810750,4672
151011-18:25:30,51.241990,-2.809410,4734
151011-18:26:30,51.242180,-2.808030,4802
151011-18:27:30,51.242560,-2.806720,4868
151011-18:28:30,51.242880,-2.805300,4931
151011-18:29:30,51.243420,-2.804040,5001
151011-18:30:30,51.243800,-2.802890,5090
151011-18:31:30,51.243880,-2.801730,5194
151011-18:32:30,51.243750,-2.800320,5291
151011-18:33:30,51.243640,-2.798810,5387
151011-18:34:30,51.243340,-2.797510,5440
151011-18:35:30,51.243200,-2.796440,5430
151011-18:36:30,51.243100,-2.795430,5419
151011-18:37:30,51.242840,-2.794330,5387
151011-18:38:30,51.242480,-2.793590,5342
151011-18:39:30,51.242180,-2.792900,5289
151011-18:40:30,51.241870,-2.792450,5198
151011-18:41:30,51.241620,-2.791330,5106
151011-18:42:30,51.241590,-2.789770,5027
151011-18:43:30,51.242040,-2.787800,4964
151011-18:44:30,51.242840,-2.786080,4942
151011-18:45:30,51.243340,-2.783650,5000
151011-18:46:30,51.243560,-2.781370,5043
151011-18:47:30,51.243800,-2.779140,5090
151011-18:48:30,51.243970,-2.777220,5163
151011-18:49:30,51.244230,-2.775340,5196
151011-18:50:30,51.244260,-2.773710,5241
151011-18:51:30,51.244560,-2.772520,5248
151011-18:52:30,51.244670,-2.770880,5304
151011-18:53:30,51.244350,-2.769050,5356
151011-18:54:30,51.244000,-2.767270,5422
151011-18:55:30,51.243570,-2.766520,5398
151011-18:56:30,51.243510,-2.765820,5344
151011-18:57:30,51.243820,-2.765380,5263
151011-18:58:30,51.243820,-2.764890,5239
151011-18:59:30,51.243680,-2.763170,5167
151011-19:00:30,51.243390,-2.761810,5114
151011-19:01:30,51.243510,-2.760880,5096
151011-19:02:30,51.243790,-2.759560,5082
151011-19:03:30,51.243800,-2.757990,5075
151011-19:04:30,51.243690,-2.756390,5083
151011-19:05:30,51.243480,-2.754140,5088
151011-19:06:30,51.243650,-2.752260,5133
151011-19:07:30,51.243840,-2.751170,5177
151011-19:08:30,51.243790,-2.749510,5265
151011-19:09:30,51.243930,-2.747860,5340
151011-19:10:30,51.244090,-2.746270,5413
151011-19:11:30,51.244620,-2.744700,5460
151011-19:12:30,51.245360,-2.742900,5484
151011-19:13:30,51.246000,-2.741120,5426
151011-19:14:30,51.246480,-2.739290,5348
151011-19:15:30,51.246590,-2.737320,5295
151011-19:16:30,51.246470,-2.735700,5253
151011-19:17:30,51.246330,-2.733850,5221
151011-19:18:30,51.246310,-2.731710,5204
151011-19:19:30,51.246570,-2.729490,5193
151011-19:20:30,51.246860,-2.726990,5175
151011-19:21:30,51.246990,-2.724590,5152
151011-19:22:30,51.247380,-2.722030,5095
151011-19:24:30,51.247240,-2.718800,5049
151011-19:29:30,51.249020,-2.701330,4981
151011-19:30:30,51.249380,-2.699230,5011
151011-19:31:30,51.249670,-2.697270,5035
151011-19:32:30,51.250090,-2.695190,5063
151011-19:33:30,51.250330,-2.692990,5078
151011-19:34:30,51.250700,-2.690800,5120
151011-19:35:30,51.251040,-2.688850,5183
151011-19:36:30,51.251070,-2.687030,5214
151011-19:37:30,51.251220,-2.685660,5238
151011-19:38:30,51.251840,-2.684280,5216
151011-19:39:30,51.252550,-2.682590,5155
151011-19:40:30,51.252910,-2.680780,5122
151011-19:41:30,51.253280,-2.679420,5106
151011-19:42:30,51.253520,-2.678130,5105
151011-19:43:30,51.253660,-2.676920,5130
151011-19:45:30,51.253710,-2.675230,5144
151011-19:46:30,51.253670,-2.673400,5138
151011-19:47:30,51.254030,-2.671820,5148
151011-19:48:30,51.254320,-2.669790,5184
151011-19:49:30,51.254640,-2.667500,5223
151011-19:50:30,51.254810,-2.666110,5258
151011-19:51:30,51.254870,-2.664620,5262
151011-19:52:30,51.255200,-2.662860,5258
151011-19:53:30,51.255590,-2.661420,5224
151011-19:54:30,51.256100,-2.660010,5211
151011-19:55:30,51.256390,-2.658490,5203
151011-19:56:30,51.256460,-2.657220,5163
151011-19:57:30,51.256570,-2.655470,5125
151011-19:58:30,51.256340,-2.653950,5061
151011-19:59:30,51.256010,-2.652120,5001
151011-20:00:30,51.255680,-2.650070,4979
151011-20:01:30,51.255910,-2.647850,4967
151011-20:02:30,51.256000,-2.645880,4958
151011-20:03:30,51.256090,-2.643760,4982
151011-20:04:30,51.255920,-2.641080,5019
151011-20:05:30,51.255320,-2.638090,5078
151011-20:06:30,51.255240,-2.635290,5141
151011-20:07:30,51.255430,-2.633400,5225
151011-20:08:30,51.255510,-2.632030,5273
151011-20:09:30,51.255630,-2.630660,5315
151011-20:10:30,51.255930,-2.629300,5333
151011-20:11:30,51.255510,-2.628530,5320
151011-20:12:30,51.254660,-2.627630,5267
151011-20:13:30,51.253990,-2.626050,5196
151011-20:14:30,51.253630,-2.624790,5131
151011-20:15:30,51.253540,-2.623430,5126
151011-20:16:30,51.253250,-2.622940,5082
151011-20:17:30,51.252930,-2.622030,5003
151011-20:18:30,51.252720,-2.620610,4956
151011-20:19:30,51.252520,-2.619340,4979
151011-20:20:30,51.252130,-2.618160,5007
151011-20:21:30,51.251670,-2.616750,5025
151011-20:22:30,51.251230,-2.615540,5038
151011-20:23:30,51.250930,-2.614540,5070
151011-20:24:30,51.250680,-2.613530,5110
151011-20:25:30,51.250650,-2.612590,5156
151011-20:26:30,51.250360,-2.611490,5208
151011-20:27:30,51.249860,-2.610380,5257
151011-20:28:30,51.249470,-2.609100,5298
151011-20:29:30,51.249020,-2.607880,5336
151011-20:30:30,51.248550,-2.606610,5366
151011-20:31:30,51.248100,-2.605490,5391
151011-20:32:30,51.247670,-2.604370,5398
151011-20:33:30,51.247180,-2.603310,5409
151011-20:34:30,51.246600,-2.602150,5408
151011-20:35:30,51.246180,-2.601030,5394
151011-20:36:30,51.245760,-2.599670,5395
151011-20:37:30,51.245410,-2.598520,5355
151011-20:38:30,51.244920,-2.597460,5323
151011-20:39:30,51.244380,-2.596250,5279
151011-20:40:30,51.244370,-2.595170,5216
151011-20:41:30,51.244380,-2.593540,5152
151011-20:42:30,51.244260,-2.591870,5084
151011-20:43:30,51.244140,-2.589490,5027
151011-20:44:30,51.243910,-2.586950,4990
151011-20:45:30,51.243480,-2.583990,4962
151011-20:46:30,51.243030,-2.581340,4946
151011-20:47:30,51.242610,-2.579350,4919
151011-20:48:30,51.242190,-2.577760,4889
151011-20:49:30,51.241860,-2.576380,4873
151011-20:50:30,51.241560,-2.574850,4863
151011-20:51:30,51.241120,-2.573280,4856
151011-20:52:30,51.240820,-2.571970,4853
151011-20:53:30,51.240610,-2.570590,4861
151011-20:54:30,51.240420,-2.568890,4864
151011-20:55:30,51.240070,-2.567340,4843
151011-20:56:30,51.239860,-2.565860,4831
151011-20:57:30,51.239690,-2.564270,4829
151011-20:58:30,51.239720,-2.562470,4852
151011-20:59:30,51.239720,-2.560630,4877
151011-21:00:30,51.239630,-2.558860,4898
151011-21:01:30,51.239470,-2.557070,4929
151011-21:02:30,51.239420,-2.555250,4959
151011-21:03:30,51.239310,-2.553370,4993
151011-21:04:30,51.239140,-2.551440,5022
151011-21:05:30,51.238900,-2.549470,5041
151011-21:06:30,51.238600,-2.547410,5058
151011-21:07:30,51.238300,-2.545270,5054
151011-21:08:30,51.237890,-2.543160,5043
151011-21:09:30,51.237400,-2.541060,5041
151011-21:10:30,51.236850,-2.539060,5035
151011-21:11:30,51.236250,-2.537120,5032
151011-21:12:30,51.235740,-2.535250,5040
151011-21:13:30,51.235270,-2.533400,5030
151011-21:14:30,51.234870,-2.531860,5015
151011-21:15:30,51.234490,-2.530320,4990
151011-21:16:30,51.234240,-2.528650,4964
151011-21:17:30,51.233970,-2.526850,4981
151011-21:18:30,51.233630,-2.525110,5015
151011-21:19:30,51.232930,-2.523520,5052
151011-21:20:30,51.232200,-2.522280,5064
151011-21:21:30,51.231490,-2.520930,5055
151011-21:22:30,51.230780,-2.519560,5044
151011-21:23:30,51.229870,-2.517860,5021
151011-21:24:30,51.229020,-2.516370,5018
151011-21:25:30,51.228210,-2.514900,5027
151011-21:26:30,51.227490,-2.513480,5059
151011-21:27:30,51.226980,-2.512300,5102
151011-21:28:30,51.226370,-2.510910,5153
151011-21:29:30,51.225820,-2.509730,5219
151011-21:30:30,51.225030,-2.508700,5255
151011-21:31:30,51.224280,-2.507770,5276
151011-21:32:30,51.223610,-2.506660,5302
151011-21:33:30,51.222990,-2.505510,5329
151011-21:34:30,51.222430,-2.504300,5339
151011-21:35:30,51.221980,-2.503040,5340
151011-21:36:30,51.221490,-2.501830,5330
151011-21:37:30,51.220980,-2.500650,5322
151011-21:38:30,51.220500,-2.499380,5316
151011-21:39:30,51.219990,-2.498240,5313
151011-21:40:30,51.219410,-2.496960,5318
151011-21:41:30,51.218930,-2.495600,5317
151011-21:42:30,51.218500,-2.494330,5310
151011-21:43:30,51.218060,-2.493120,5302
151011-21:44:30,51.217610,-2.491800,5295
151011-21:45:30,51.217260,-2.490540,5297
151011-21:46:30,51.216940,-2.489260,5301
151011-21:47:30,51.216690,-2.487830,5304
151011-21:48:30,51.216490,-2.486310,5314
151011-21:49:30,51.216260,-2.484690,5319
151011-21:50:30,51.216130,-2.483110,5330
151011-21:51:30,51.216160,-2.481240,5364
151011-21:52:30,51.216070,-2.479440,5388
151011-21:53:30,51.215980,-2.477640,5400
151011-21:54:30,51.215580,-2.475880,5418
151011-21:55:30,51.215050,-2.474150,5423
151011-21:56:30,51.214500,-2.472400,5457
151011-21:57:30,51.213960,-2.470890,5470
151011-21:58:30,51.213390,-2.469340,5474
151011-21:59:30,51.212880,-2.468120,5477
151011-22:00:30,51.212450,-2.466960,5467
151011-22:01:30,51.211920,-2.465940,5454
151011-22:02:30,51.211430,-2.464610,5433
151011-22:03:30,51.211020,-2.463230,5426
151011-22:04:30,51.210690,-2.461870,5410
151011-22:07:30,51.210230,-2.457420,5388
151011-22:08:30,51.209780,-2.456130,5364
151011-22:09:30,51.209300,-2.454880,5331
151011-22:10:30,51.208870,-2.453740,5284
151011-22:11:30,51.208510,-2.452670,5260
151011-22:12:30,51.208210,-2.451720,5240
151011-22:13:30,51.208150,-2.450800,5238
151011-22:14:30,51.207830,-2.449860,5193
151011-22:15:30,51.207680,-2.448790,5182
151011-22:16:30,51.207460,-2.447680,5144
151011-22:17:30,51.207460,-2.446530,5122
151011-22:18:30,51.207310,-2.445220,5085
151011-22:19:30,51.207330,-2.443560,5062
151011-22:20:30,51.207350,-2.441790,5039
151011-22:21:30,51.207340,-2.440100,5000
151011-22:22:30,51.207610,-2.438430,4976
151011-22:23:30,51.207720,-2.436650,4936
151011-22:24:30,51.207640,-2.434770,4893
151011-22:25:30,51.207540,-2.432970,4861
151011-22:26:30,51.207360,-2.430930,4814
151011-22:27:30,51.207300,-2.428760,4781
151011-22:28:30,51.207300,-2.426760,4738
151011-22:29:30,51.207480,-2.425210,4710
151011-22:30:30,51.207170,-2.424300,4648
151011-22:31:30,51.206890,-2.423370,4595
151011-22:32:30,51.206500,-2.422350,4560
151011-22:33:30,51.206130,-2.421690,4536
151011-22:34:30,51.205930,-2.420650,4499
151011-22:35:30,51.206020,-2.419380,4455
151011-22:36:30,51.205620,-2.417900,4408
151011-22:37:30,51.204630,-2.416140,4351
151011-22:38:30,51.203570,-2.414690,4289
151011-22:40:30,51.201690,-2.412530,4190
151011-22:41:30,51.198570,-2.410620,4071
151011-22:42:30,51.196240,-2.409460,4003
151011-22:43:30,51.194130,-2.408370,3965
151011-22:44:30,51.192060,-2.407490,3925
151011-22:45:30,51.189820,-2.406410,3859
151011-22:46:30,51.187490,-2.405070,3823
151011-22:47:30,51.185090,-2.403890,3797
151011-22:48:30,51.182620,-2.402870,3757
151011-22:49:30,51.180100,-2.401960,3737
151011-22:50:30,51.177420,-2.401250,3718
151011-22:51:30,51.174620,-2.400420,3700
151011-22:52:30,51.171430,-2.400360,3667
151011-22:53:30,51.167940,-2.400640,3623
151011-22:54:30,51.164210,-2.401490,3577
151011-22:55:30,51.160390,-2.402270,3524
151011-22:56:30,51.156440,-2.402690,3467
151011-22:57:30,51.152470,-2.403150,3431
151011-22:58:30,51.148300,-2.403570,3373
151011-22:59:30,51.144280,-2.404040,3331
151011-23:00:30,51.140290,-2.404540,3271
151011-23:01:30,51.136240,-2.405200,3205
151011-23:02:30,51.132310,-2.406030,3131
151011-23:03:30,51.128620,-2.406950,3055
151011-23:04:30,51.125000,-2.407900,2982
151011-23:05:30,51.121520,-2.409000,2918
151011-23:06:30,51.117970,-2.410450,2865
151011-23:07:30,51.114140,-2.412370,2835
151011-23:08:30,51.110290,-2.414610,2818
151011-23:09:30,51.106300,-2.417050,2813
151011-23:10:30,51.101990,-2.419390,2800
151011-23:11:30,51.097560,-2.421940,2796
151011-23:12:30,51.092870,-2.424600,2751
151011-23:13:30,51.088070,-2.426890,2711
151011-23:14:30,51.083020,-2.429040,2645
151011-23:15:30,51.077920,-2.430820,2594
151011-23:16:30,51.073050,-2.432180,2541
151011-23:17:30,51.068510,-2.433150,2503
151011-23:18:30,51.064250,-2.433780,2467
151011-23:19:30,51.060180,-2.433660,2429
151011-23:20:30,51.056410,-2.433090,2399
151011-23:21:30,51.052790,-2.432800,2370
151011-23:22:30,51.049060,-2.432700,2346
151011-23:23:30,51.045400,-2.433110,2318
151011-23:24:30,51.041830,-2.433970,2310
151011-23:25:30,51.038130,-2.435090,2295
151011-23:26:30,51.034300,-2.436380,2269
151011-23:27:30,51.030460,-2.437820,2248
151011-23:28:30,51.026490,-2.439440,2210
151011-23:29:30,51.022510,-2.441350,2177
151011-23:30:30,51.018470,-2.443660,2152
151011-23:31:30,51.014270,-2.446090,2128
151011-23:32:30,51.009950,-2.448460,2119
151011-23:33:30,51.005460,-2.450820,2107
151011-23:34:30,51.000880,-2.453130,2098
151011-23:35:30,50.996310,-2.455370,2083
151011-23:36:30,50.991890,-2.457520,2078
151011-23:37:30,50.987440,-2.459650,2062
151011-23:38:30,50.982900,-2.461790,2049
151011-23:39:30,50.978410,-2.464080,2035
151011-23:40:30,50.973920,-2.466520,2015
151011-23:41:30,50.969530,-2.469220,1968
151011-23:42:30,50.965100,-2.471730,1931
151011-23:43:30,50.960470,-2.473990,1904
151011-23:44:30,50.955900,-2.476420,1875
151011-23:45:30,50.951210,-2.478840,1852
151011-23:46:30,50.946330,-2.481080,1847
151011-23:47:30,50.941500,-2.483060,1832
151011-23:48:30,50.936520,-2.485000,1819
151011-23:49:30,50.931450,-2.486600,1799
151011-23:50:30,50.926270,-2.488260,1788
151011-23:51:30,50.921000,-2.489840,1771
151011-23:52:30,50.915770,-2.491550,1758
151011-23:53:30,50.910380,-2.493310,1738
151011-23:54:30,50.905010,-2.494790,1715
151011-23:55:30,50.899630,-2.496310,1691
151011-23:56:30,50.894130,-2.497850,1669
151011-23:57:30,50.888720,-2.499530,1667
151011-23:58:30,50.883250,-2.501240,1661
151011-23:59:30,50.877810,-2.503050,1643
151012-00:00:30,50.872260,-2.504970,1630
000000-00:00:30,50.454420,-2.793050,1323
000000-00:00:30,50.392510,-2.831680,1377
000000-00:00:30,50.282020,-2.892000,1522
000000-00:00:30,50.018670,-3.050350,1224
000000-00:00:30,50.000720,-3.061990,1196
000000-00:00:30,49.989710,-3.068800,1198
000000-00:00:30,49.957490,-3.089800,1175
151012-00:01:30,50.866740,-2.506850,1607
151012-00:02:30,50.861190,-2.508860,1590
151012-00:03:30,50.855580,-2.511020,1579
151012-00:04:30,50.849840,-2.513300,1569
151012-00:05:30,50.844130,-2.515720,1546
151012-00:06:30,50.838480,-2.518400,1512
151012-00:07:30,50.832880,-2.521200,1486
151012-00:08:30,50.827380,-2.524130,1455
151012-00:09:30,50.822100,-2.527030,1442
151012-00:10:30,50.816890,-2.529950,1423
151012-00:11:30,50.811840,-2.532850,1406
151012-00:12:30,50.806910,-2.535670,1389
151012-00:13:30,50.801900,-2.538600,1375
151012-00:14:30,50.796770,-2.541450,1368
151012-00:16:30,50.786590,-2.547810,1338
151012-00:17:30,50.781480,-2.551280,1330
151012-00:18:30,50.776350,-2.554850,1315
151012-00:19:30,50.771230,-2.558740,1315
151012-00:20:30,50.766020,-2.562970,1313
151012-00:21:30,50.760750,-2.567290,1308
151012-00:22:30,50.755500,-2.571620,1294
151012-00:23:30,50.750310,-2.575890,1270
151012-00:24:30,50.745250,-2.580030,1246
151012-00:25:30,50.740210,-2.584090,1209
151012-00:26:30,50.735390,-2.588390,1177
151012-00:28:30,50.726000,-2.597130,1141
151012-00:29:30,50.721260,-2.601190,1117
151012-00:30:30,50.716520,-2.605150,1107
151012-00:31:30,50.711710,-2.608880,1092
151012-00:32:30,50.706920,-2.612330,1092
151012-00:34:30,50.697190,-2.618470,1107
151012-00:35:30,50.692040,-2.621630,1115
151012-00:36:30,50.686810,-2.624930,1102
151012-00:37:30,50.681610,-2.628180,1068
151012-00:38:30,50.676420,-2.631190,1018
151012-00:39:30,50.671420,-2.634330,983
151012-00:40:30,50.666830,-2.637450,974
151012-00:41:30,50.662310,-2.640440,1006
151012-00:42:30,50.657750,-2.643510,1079
151012-00:43:30,50.652910,-2.646720,1145
151012-00:44:30,50.647760,-2.650140,1130
151012-00:45:30,50.642880,-2.653570,1059
151012-00:46:30,50.638290,-2.656940,986
151012-00:47:30,50.633990,-2.660450,972
151012-00:48:30,50.629450,-2.663900,976
151012-00:49:30,50.624900,-2.667340,1008
151012-00:50:30,50.620250,-2.670870,1017
151012-00:51:30,50.615720,-2.674460,1006
151012-00:52:30,50.611240,-2.678190,973
151012-00:53:30,50.606830,-2.681990,976
151012-00:54:30,50.602290,-2.685650,991
151012-00:55:30,50.597590,-2.689160,1025
151012-00:56:30,50.592710,-2.692520,1040
151012-00:57:30,50.587670,-2.695650,1038
151012-00:58:30,50.582800,-2.698870,1037
151012-00:59:30,50.577810,-2.702250,1020
151012-01:00:30,50.572290,-2.705840,1083
151012-01:01:30,50.567580,-2.708750,1061
151012-01:03:30,50.556980,-2.714960,1083
151012-01:04:30,50.551790,-2.718210,1079
151012-01:05:30,50.546610,-2.721260,1085
151012-01:06:30,50.541580,-2.724240,1105
151012-01:07:30,50.536540,-2.727270,1129
151012-01:08:30,50.531420,-2.730520,1156
151012-01:09:30,50.526310,-2.733980,1179
151012-01:11:30,50.516110,-2.741470,1179
151012-01:12:30,50.516110,-2.741470,1179
151012-01:13:30,50.516110,-2.741470,1179
151012-01:14:30,50.516110,-2.741470,1179
151012-01:15:30,50.516110,-2.741470,1179
151012-01:16:30,50.516110,-2.741470,1179
151012-01:17:30,50.486530,-2.766650,1254
151012-01:18:30,50.481500,-2.770950,1260
151012-01:19:30,50.476500,-2.775400,1253
151012-01:24:30,50.450410,-2.795490,1315
151012-01:25:30,50.445140,-2.798970,1319
151012-01:26:30,50.439820,-2.802240,1305
151012-01:27:30,50.434560,-2.805580,1299
151012-01:28:30,50.429250,-2.808910,1308
151012-01:29:30,50.424080,-2.812170,1328
151012-01:30:30,50.418760,-2.815410,1347
151012-01:31:30,50.413350,-2.818700,1369
151012-01:32:30,50.407890,-2.821990,1381
151012-01:33:30,50.402500,-2.825360,1384
151012-01:34:30,50.397150,-2.828740,1378
151012-01:36:30,50.386710,-2.835260,1379
151012-01:37:30,50.381450,-2.838410,1388
151012-01:38:30,50.376080,-2.841580,1405
151012-01:39:30,50.370630,-2.844750,1424
151012-01:40:30,50.365080,-2.847940,1459
151012-01:41:30,50.359660,-2.850990,1472
151012-01:42:30,50.354220,-2.854050,1480
151012-01:43:30,50.348700,-2.857070,1493
151012-01:44:30,50.343150,-2.860070,1506
151012-01:45:30,50.337540,-2.863030,1521
151012-01:46:30,50.331900,-2.865960,1528
151012-01:47:30,50.326280,-2.868860,1527
151012-01:48:30,50.320710,-2.871800,1523
151012-01:54:30,50.287150,-2.889380,1521
151012-01:56:30,50.275760,-2.895270,1515
151012-01:57:30,50.270080,-2.898290,1509
151012-01:58:30,50.264480,-2.901530,1517
151012-02:09:30,50.205530,-2.951100,2823
151012-02:11:30,50.205530,-2.951100,2823
151012-02:12:30,50.205530,-2.951100,2823
151012-02:13:30,50.205530,-2.951100,2823
151012-02:14:30,50.205530,-2.951100,2823
151012-02:15:30,50.205530,-2.951100,2823
151012-02:16:30,50.205530,-2.951100,2823
151012-02:17:30,50.205530,-2.951100,2823
151012-02:18:30,50.205530,-2.951100,2823
151012-02:19:30,50.205530,-2.951100,2823
151012-02:20:30,50.205530,-2.951100,2823
151012-02:21:30,50.205530,-2.951100,2823
151012-02:35:30,50.053820,-3.027230,1289
151012-02:36:30,50.048320,-3.030850,1278
151012-02:39:30,50.032080,-3.041550,1247
151012-02:40:30,50.026630,-3.045100,1237
