time,latitude,longitude,altitude
000000-09:11:20,51.205860,-2.188690,4055
000000-09:11:49,51.204190,-2.183200,4096
000000-09:12:20,51.202330,-2.177350,4127
000000-09:12:49,51.200690,-2.171820,4161
000000-09:13:20,51.198770,-2.165700,4179
000000-09:13:49,51.196950,-2.160100,4202
000000-09:14:20,51.194880,-2.153900,4213
000000-09:14:49,51.192820,-2.148020,4241
000000-09:15:20,51.190380,-2.141760,4250
000000-09:15:49,51.187990,-2.135720,4270
000000-09:16:20,51.185250,-2.129240,4299
000000-09:16:49,51.182580,-2.123270,4317
000000-09:17:20,51.179570,-2.116900,4342
000000-09:17:49,51.176690,-2.110860,4382
000000-09:18:20,51.173750,-2.104180,4424
000000-09:18:49,51.171110,-2.097990,4461
000000-09:19:20,51.168560,-2.091220,4501
000000-09:19:49,51.166160,-2.084670,4541
000000-09:20:20,51.163390,-2.077800,4576
000000-09:20:49,51.160670,-2.071380,4606
000000-09:21:20,51.157590,-2.064180,4637
000000-09:21:49,51.154730,-2.057420,4663
000000-09:22:20,51.151900,-2.050140,4687
000000-09:22:50,51.149170,-2.043020,4700
000000-09:23:20,51.146550,-2.035900,4720
000000-09:23:49,51.144040,-2.028820,4738
000000-09:24:20,51.141460,-2.021130,4760
000000-09:24:49,51.139150,-2.013640,4786
000000-09:25:20,51.136680,-2.005670,4817
000000-09:25:49,51.134390,-1.998070,4842
000000-09:26:20,51.131960,-1.989730,4876
000000-09:26:49,51.129540,-1.981620,4914
000000-09:27:20,51.126760,-1.972940,4941
000000-09:27:49,51.124000,-1.964900,4976
000000-09:28:20,51.120870,-1.956330,5008
000000-09:28:49,51.117950,-1.948430,5034
000000-09:29:20,51.114710,-1.940050,5066
000000-09:29:49,51.111670,-1.932460,5088
000000-09:30:20,51.108420,-1.924290,5113
000000-09:30:50,51.105210,-1.916500,5143
000000-09:31:20,51.102150,-1.908380,5174
000000-09:31:49,51.099090,-1.900320,5208
000000-09:32:20,51.095910,-1.891310,5253
000000-09:32:49,51.092900,-1.882810,5288
000000-09:33:20,51.089890,-1.873440,5336
000000-09:33:49,51.087060,-1.864720,5366
000000-09:34:20,51.084190,-1.855310,5425
000000-09:34:49,51.081500,-1.846540,5464
000000-09:35:20,51.078550,-1.837230,5510
000000-09:35:49,51.075680,-1.828600,5555
000000-09:36:20,51.072690,-1.819500,5596
000000-09:36:49,51.069930,-1.811220,5625
000000-09:37:20,51.067160,-1.802460,5665
000000-09:37:49,51.064440,-1.794500,5705
000000-09:38:20,51.061360,-1.786030,5724
000000-09:38:49,51.058570,-1.778290,5759
000000-09:39:20,51.055680,-1.769980,5791
000000-09:39:49,51.052870,-1.762150,5824
000000-09:40:20,51.049710,-1.753670,5865
000000-09:40:49,51.046660,-1.745610,5899
000000-09:41:20,51.043380,-1.736870,5936
000000-09:41:49,51.040170,-1.728580,5974
000000-09:42:20,51.036770,-1.719700,6010
000000-09:42:49,51.033540,-1.711450,6041
000000-09:43:20,51.030040,-1.702670,6087
000000-09:43:50,51.026680,-1.694160,6137
000000-09:44:20,51.023270,-1.685680,6164
000000-09:44:49,51.019970,-1.677410,6206
000000-09:45:20,51.016510,-1.668630,6253
000000-09:45:50,51.013200,-1.660080,6290
000000-09:46:20,51.009930,-1.651570,6327
000000-09:46:49,51.006870,-1.643280,6351
000000-09:47:20,51.003540,-1.634430,6393
000000-09:47:50,51.000320,-1.625800,6418
000000-09:48:20,50.997010,-1.616800,6439
000000-09:48:50,50.993650,-1.607570,6465
000000-09:49:20,50.990190,-1.598370,6497
000000-09:49:50,50.986680,-1.589320,6523
000000-09:50:20,50.983020,-1.580070,6548
000000-09:50:50,50.979350,-1.570700,6570
000000-09:51:20,50.975770,-1.561330,6604
000000-09:51:50,50.972190,-1.551890,6631
000000-09:52:20,50.968680,-1.542340,6669
000000-09:52:50,50.965180,-1.532810,6715
000000-09:53:20,50.961660,-1.523340,6757
000000-09:53:50,50.958020,-1.514020,6795
000000-09:54:20,50.954320,-1.504750,6833
000000-09:54:50,50.950650,-1.495490,6889
000000-09:55:20,50.946960,-1.486190,6939
000000-09:55:50,50.943140,-1.477030,6984
000000-09:56:20,50.939210,-1.467930,7029
000000-09:56:50,50.935340,-1.458930,7076
000000-09:57:20,50.931460,-1.449920,7103
000000-09:57:50,50.927680,-1.440930,7136
000000-09:58:20,50.923820,-1.431880,7147
000000-09:58:50,50.920040,-1.422960,7177
000000-09:59:20,50.916180,-1.414050,7191
000000-09:59:50,50.912330,-1.404970,7211
000000-10:00:20,50.908540,-1.395960,7240
000000-10:00:50,50.904710,-1.386840,7253
000000-10:01:20,50.900850,-1.377810,7296
000000-10:01:50,50.896910,-1.368730,7333
000000-10:02:20,50.892950,-1.359850,7375
000000-10:02:50,50.888960,-1.351020,7425
000000-10:03:20,50.884870,-1.342110,7475
000000-10:03:50,50.880900,-1.333130,7518
000000-10:04:20,50.876730,-1.324200,7579
000000-10:04:50,50.872520,-1.315170,7631
000000-10:05:20,50.868340,-1.306080,7674
000000-10:06:20,50.860150,-1.288370,7772
000000-10:06:49,50.856540,-1.279920,7813
000000-10:07:20,50.852910,-1.270890,7843
000000-10:07:49,50.849770,-1.262400,7887
000000-10:08:20,50.846530,-1.253400,7930
000000-10:09:20,50.840480,-1.236000,8012
000000-10:09:49,50.837550,-1.227530,8052
000000-10:10:20,50.834360,-1.218470,8088
000000-10:10:49,50.831240,-1.209990,8135
000000-10:11:20,50.827860,-1.200800,8171
000000-10:11:49,50.824660,-1.192260,8213
000000-10:12:20,50.821270,-1.182960,8251
000000-10:13:20,50.814450,-1.164980,8321
000000-10:13:49,50.811090,-1.156300,8367
000000-10:14:20,50.807460,-1.147010,8402
000000-10:15:20,50.800240,-1.128540,8478
000000-10:15:49,50.796590,-1.119520,8513
000000-10:16:20,50.792620,-1.109910,8550
000000-10:16:49,50.788840,-1.101000,8591
000000-10:17:20,50.784690,-1.091480,8637
000000-10:18:20,50.776710,-1.072610,8707
000000-10:19:20,50.768680,-1.053370,8778
000000-10:20:20,50.760750,-1.034890,8844
000000-10:21:20,50.752880,-1.017130,8919
000000-10:22:20,50.744880,-1.000310,8994
000000-10:23:20,50.736920,-0.984250,9063
000000-10:23:49,50.733060,-0.976430,9094
000000-10:24:20,50.728830,-0.968040,9133
000000-10:25:20,50.720480,-0.951760,9191
000000-10:25:49,50.716400,-0.943700,9215
000000-10:26:20,50.712010,-0.935110,9243
000000-10:27:20,50.703560,-0.918470,9273
000000-10:28:20,50.695080,-0.901720,9285
000000-10:28:49,50.691000,-0.893580,9291
000000-10:29:20,50.686680,-0.884850,9296
000000-10:30:20,50.678280,-0.868130,9301
000000-10:30:49,50.674190,-0.860040,9305
000000-10:31:20,50.669910,-0.851430,9313
000000-10:31:49,50.665900,-0.843300,9325
000000-10:32:20,50.661610,-0.834590,9340
000000-10:32:49,50.657540,-0.826540,9362
000000-10:33:20,50.653250,-0.817810,9381
000000-10:34:20,50.644830,-0.800920,9426
000000-10:35:20,50.636360,-0.783990,9460
000000-10:35:49,50.632230,-0.775780,9489
000000-10:36:20,50.627830,-0.767010,9510
000000-10:37:20,50.619300,-0.750010,9539
000000-10:37:49,50.615160,-0.741890,9551
000000-10:38:20,50.610800,-0.733300,9571
000000-10:38:50,50.606560,-0.724800,9586
000000-10:39:20,50.602400,-0.716320,9604
000000-10:39:49,50.598370,-0.708030,9621
000000-10:40:20,50.594140,-0.699050,9633
000000-10:40:49,50.590130,-0.690590,9653
000000-10:41:20,50.585940,-0.681630,9661
000000-10:41:49,50.581970,-0.673260,9669
000000-10:42:20,50.577740,-0.664280,9691
000000-10:42:50,50.573550,-0.655630,9702
000000-10:43:20,50.569410,-0.646970,9714
000000-10:43:50,50.565260,-0.638320,9733
000000-10:44:20,50.561050,-0.629650,9746
000000-10:44:50,50.556860,-0.620990,9752
000000-10:45:20,50.552630,-0.612320,9760
000000-10:46:20,50.544180,-0.595000,9774
000000-10:47:20,50.535620,-0.577670,9797
000000-10:47:50,50.531340,-0.569030,9802
000000-10:48:20,50.527010,-0.560440,9811
000000-10:49:20,50.518310,-0.543350,9829
000000-10:49:50,50.513940,-0.534790,9844
000000-10:50:20,50.509570,-0.526290,9853
000000-10:50:50,50.505200,-0.517840,9864
000000-10:51:20,50.500820,-0.509380,9868
000000-10:51:50,50.496420,-0.500900,9890
000000-10:52:20,50.491970,-0.492470,9901
000000-10:53:20,50.483170,-0.475640,9932
000000-10:53:50,50.478700,-0.467270,9934
000000-10:54:20,50.474220,-0.458790,9963
000000-10:54:50,50.469750,-0.450350,9978
000000-10:55:20,50.465260,-0.441910,9984
000000-10:55:50,50.460740,-0.433460,9992
000000-10:56:20,50.456200,-0.424970,10004
000000-10:56:50,50.451640,-0.416410,10016
000000-10:57:20,50.447090,-0.407910,10009
000000-10:58:20,50.437880,-0.390680,10028
000000-10:58:50,50.433280,-0.382020,10025
000000-10:59:20,50.428660,-0.373430,10028
000000-11:00:20,50.419310,-0.356010,10039
000000-11:00:50,50.414590,-0.347290,10031
000000-11:01:20,50.409870,-0.338540,10033
000000-11:01:50,50.405130,-0.329740,10040
000000-11:02:20,50.400340,-0.320940,10039
000000-11:02:50,50.395550,-0.312110,10037
000000-11:03:20,50.390740,-0.303260,10037
000000-11:04:20,50.381130,-0.285520,10039
000000-11:04:50,50.376340,-0.276680,10041
000000-11:05:20,50.371560,-0.267810,10049
000000-11:05:50,50.366800,-0.259000,10050
000000-11:06:20,50.362060,-0.250230,10053
000000-11:06:50,50.357310,-0.241440,10060
000000-11:07:20,50.352560,-0.232730,10057
000000-11:07:50,50.347840,-0.223960,10064
000000-11:08:20,50.343120,-0.215240,10076
000000-11:09:20,50.333610,-0.198000,10080
000000-11:10:20,50.324060,-0.180860,10099
000000-11:10:50,50.319260,-0.172380,10098
000000-11:11:20,50.314470,-0.163850,10100
000000-11:12:20,50.304870,-0.146840,10107
000000-11:13:20,50.295250,-0.129940,10119
000000-11:14:20,50.285630,-0.113030,10130
000000-11:15:20,50.275920,-0.096200,10103
000000-11:16:20,50.266200,-0.079130,10132
000000-11:16:50,50.261320,-0.070560,10150
000000-11:17:20,50.256470,-0.062030,10152
000000-11:17:50,50.251590,-0.053520,10161
000000-11:18:20,50.246710,-0.044820,10180
000000-11:18:50,50.241790,-0.036220,10170
000000-11:19:20,50.236880,-0.027640,10147
000000-11:20:20,50.227170,-0.010410,10148
000000-11:20:50,50.222280,-0.001810,10152
000000-11:21:20,50.217400,0.006810,10150
000000-11:21:50,50.212560,0.015430,10147
000000-11:22:20,50.207570,0.024020,10149
000000-11:23:20,50.197720,0.041280,10165
000000-11:23:50,50.192880,0.049930,10163
000000-11:24:20,50.187900,0.058580,10157
000000-11:24:50,50.183010,0.067280,10166
000000-11:25:20,50.178060,0.075890,10171
000000-11:25:50,50.173090,0.084510,10160
000000-11:26:20,50.168200,0.093130,10163
000000-11:26:50,50.163280,0.101770,10168
000000-11:27:20,50.158350,0.110360,10176
000000-11:28:20,50.148480,0.127590,10178
000000-11:28:50,50.143550,0.136180,10173
000000-11:29:20,50.138590,0.144830,10180
000000-11:29:50,50.133530,0.153520,10191
000000-11:30:20,50.128570,0.162220,10193
000000-11:30:50,50.123600,0.170980,10204
000000-11:31:20,50.118510,0.179660,10214
000000-11:31:50,50.113420,0.188450,10209
000000-11:32:20,50.108300,0.197170,10215
000000-11:33:20,50.097960,0.214840,10230
000000-11:33:50,50.092780,0.223720,10251
000000-11:34:20,50.087700,0.232560,10250
000000-11:34:50,50.082480,0.241410,10257
000000-11:35:20,50.077320,0.250350,10263
000000-11:35:50,50.072010,0.259190,10255
000000-11:36:20,50.066760,0.267980,10252
000000-11:36:50,50.061580,0.276830,10254
000000-11:37:20,50.056320,0.285620,10255
000000-11:37:50,50.051090,0.294460,10264
000000-11:38:20,50.045890,0.303360,10269
000000-11:38:50,50.040610,0.312160,10260
000000-11:39:20,50.035370,0.320980,10275
000000-11:39:50,50.030130,0.329660,10280
000000-11:40:20,50.024870,0.338520,10284
000000-11:40:50,50.019650,0.347230,10285
000000-11:41:20,50.014420,0.355960,10293
000000-11:42:20,50.003960,0.373490,10287
000000-11:42:50,49.998790,0.382330,10290
000000-11:43:20,49.993540,0.391190,10283
000000-11:43:50,49.988440,0.400130,10292
000000-11:44:20,49.983230,0.409160,10307
000000-11:44:50,49.978130,0.418190,10315
000000-11:45:20,49.972930,0.427350,10318
000000-11:45:50,49.967670,0.436510,10325
000000-11:46:20,49.962450,0.445610,10327
000000-11:46:50,49.957140,0.454850,10344
000000-11:47:20,49.951830,0.464100,10345
000000-11:48:20,49.941360,0.482730,10376
000000-11:49:20,49.930940,0.501450,10398
000000-11:49:49,49.925980,0.510450,10415
000000-11:50:20,49.920720,0.520130,10422
000000-11:50:49,49.915750,0.529130,10441
000000-11:51:20,49.910420,0.538730,10437
000000-11:51:49,49.905440,0.547730,10452
000000-11:52:20,49.900170,0.557250,10472
000000-11:52:49,49.895220,0.566150,10464
000000-11:53:20,49.889860,0.575680,10481
000000-11:53:49,49.884840,0.584530,10490
000000-11:54:20,49.879490,0.593900,10488
000000-11:54:49,49.874450,0.602710,10498
000000-11:55:20,49.869060,0.612080,10492
000000-11:55:49,49.864010,0.620860,10508
000000-11:56:20,49.858660,0.630200,10513
000000-11:57:20,49.848360,0.648360,10551
000000-11:58:20,49.838140,0.666510,10564
000000-11:59:20,49.827820,0.684690,10593
000000-12:00:20,49.817560,0.702820,10608
000000-12:01:20,49.807350,0.721100,10627
000000-12:01:49,49.802480,0.729990,10630
000000-12:02:20,49.797230,0.739380,10655
000000-12:03:20,49.787170,0.757630,10672
000000-12:04:20,49.777320,0.775700,10677
000000-12:05:20,49.767420,0.793820,10706
000000-12:06:20,49.757690,0.811850,10717
000000-12:07:20,49.747950,0.830070,10740
000000-12:08:20,49.738160,0.848350,10783
000000-12:09:20,49.728210,0.866460,10793
000000-12:10:20,49.718070,0.884570,10819
000000-12:11:20,49.707730,0.902710,10838
000000-12:12:20,49.697170,0.920910,10843
000000-12:12:49,49.692050,0.929630,10856
000000-12:13:20,49.686610,0.938970,10865
000000-12:13:49,49.681400,0.947820,10870
000000-12:14:20,49.675940,0.957140,10861
000000-12:15:20,49.665230,0.975410,10884
000000-12:16:20,49.654550,0.993640,10869
000000-12:16:49,49.649400,1.002390,10865
000000-12:17:20,49.643910,1.011820,10881
000000-12:18:20,49.633190,1.030230,10916
000000-12:19:20,49.622270,1.048700,10921
000000-12:20:20,49.611200,1.067080,10926
000000-12:21:20,49.599930,1.085550,10932
000000-12:22:20,49.588470,1.104080,10945
000000-12:23:20,49.577080,1.122480,10957
000000-12:24:20,49.565460,1.141110,10965
000000-12:25:20,49.553790,1.159690,10974
000000-12:25:49,49.548080,1.168750,10959
000000-12:26:20,49.541940,1.178400,10969
000000-12:27:20,49.530080,1.197100,10976
000000-12:28:20,49.518200,1.215740,11015
000000-12:29:20,49.506380,1.234550,11013
000000-12:29:49,49.500560,1.243600,11025
000000-12:30:20,49.494530,1.253260,11030
000000-12:30:49,49.488860,1.262370,11040
000000-12:31:20,49.482760,1.272170,11044
000000-12:32:20,49.471030,1.291160,11058
000000-12:32:49,49.465360,1.300270,11063
000000-12:33:20,49.459320,1.310070,11066
000000-12:34:20,49.447640,1.328980,11082
000000-12:34:49,49.441960,1.338150,11050
000000-12:35:20,49.435980,1.347760,11104
000000-12:36:20,49.424460,1.366510,11109
000000-12:37:20,49.412860,1.385240,11125
000000-12:37:49,49.407250,1.394160,11138
000000-12:38:20,49.401160,1.403800,11140
000000-12:39:20,49.389230,1.422420,11147
000000-12:40:20,49.377140,1.440920,11159
000000-12:41:20,49.364890,1.459310,11166
000000-12:42:20,49.352400,1.477690,11174
000000-12:42:49,49.346240,1.486550,11162
000000-12:43:20,49.339660,1.496020,11168
000000-12:43:49,49.333530,1.504870,11175
000000-12:44:20,49.326830,1.514330,11181
000000-12:45:20,49.313680,1.532550,11187
000000-12:45:49,49.307330,1.541290,11193
000000-12:46:20,49.300540,1.550630,11192
000000-12:47:20,49.287420,1.568520,11211
000000-12:48:20,49.274440,1.586200,11193
000000-12:49:20,49.261580,1.603970,11203
000000-12:49:49,49.255370,1.612470,11186
000000-12:50:20,49.248860,1.621640,11199
000000-12:50:49,49.242750,1.630240,11188
000000-12:51:20,49.236220,1.639350,11192
000000-12:51:49,49.230130,1.647940,11199
000000-12:52:20,49.223650,1.657090,11205
000000-12:53:20,49.211090,1.674790,11209
000000-12:54:20,49.198450,1.692220,11201
000000-12:54:49,49.192280,1.700640,11201
000000-12:55:20,49.185740,1.709690,11207
000000-12:55:49,49.179650,1.718040,11217
000000-12:56:20,49.173240,1.727080,11212
000000-12:56:49,49.167130,1.735550,11218
000000-12:57:20,49.160640,1.744570,11213
000000-12:58:20,49.148130,1.762040,11214
