time,ground_speed,alt_speed
170701-15:20:47,0.0224596132247,-0.0831272727273
170701-15:22:48,0.0224330290586,-0.0251900826446
170701-15:24:49,0.0224532426191,0.0831272727273
170701-15:26:00,0.037856853466,-0.375278873239
170701-15:26:51,9.30166442276e-07,0.659905882353
170701-15:31:29,0.0224137951825,0.00328920863309
170701-15:37:46,0.0216778058746,-0.0105103448276
170701-15:44:03,0.0207957927908,0.045275331565
170701-15:46:04,0.021011995353,0.0755702479339
170701-15:52:21,0.0218639547311,-0.0242546419098
170701-15:54:22,0.0226401177112,-0.173811570248
170701-15:56:22,0.0225691604559,0.0762
170701-15:58:24,0.0225929381598,0.0649573770492
170701-16:00:00,0.0282241301924,-0.184516666667
170701-16:00:25,2.20526852173e-06,0.74512
170701-16:02:26,0.0222295508228,-0.156178512397
170701-16:04:27,0.0218169236429,-0.032747107438
170701-16:06:28,0.0219557579939,0.0831272727273
170701-16:08:29,0.0219695273363,0.181368595041
170701-16:10:30,0.0217545785912,-0.0503801652893
170701-16:12:31,0.0216952704376,0.166254545455
170701-16:14:32,0.0212189919402,-0.148621487603
170701-16:16:33,0.0215112606751,0.105798347107
170701-16:18:34,0.0218294314039,-0.0478611570248
170701-16:24:50,0.0217687035866,0.0154021276596
170701-16:26:51,0.0219775734284,0.0680132231405
170701-16:28:52,0.02208634878,-0.0755702479339
170701-16:30:53,0.0223053080278,-0.0503801652893
170701-16:32:00,0.040486162047,-0.0537432835821
170701-16:32:54,3.05397512818e-07,0.269881481482
170701-16:34:55,0.0225573788102,-0.0403041322314
170701-16:36:56,0.0225200267159,0.00755702479339
170701-16:41:34,0.0224469145521,-0.0427597122302
170701-16:43:35,0.0229175443827,0.0403041322314
170701-16:45:35,0.0229774648009,-0.07366
170701-16:47:37,0.0234257264178,0.0824459016394
170701-16:49:00,0.0339514665,-0.0580722891566
170701-16:49:37,9.90409628304e-07,0.179697297297
170701-16:51:38,0.0238866007249,-0.221672727273
170701-16:53:39,0.0248794212939,-0.0100760330578
170701-16:55:40,0.025237759469,0.108317355372
170701-16:57:41,0.0253534515317,0.0730512396694
170701-16:59:42,0.0253861721398,-0.0906842975207
170701-17:04:18,0.0261501049363,-0.00993913043478
170701-17:06:19,0.0257591859464,0.0478611570248
170701-17:08:33,0.0243513321764,0.134202985075
170701-17:10:34,0.0242985750748,0.115874380165
170701-17:12:36,0.0237840017013,-0.114924590164
170701-17:14:36,0.0243826216816,-0.0254
170701-17:16:37,0.0242041032853,-0.098241322314
170701-17:18:38,0.0242621678693,0.289685950413
170701-17:20:00,0.0349677817821,-0.374731707317
170701-17:20:39,5.31539587988e-07,0.655035897436
170701-17:22:40,0.0235764940947,0.108317355372
170701-17:24:41,0.0232560035282,-0.0151140495868
170701-17:26:42,0.0234588066135,-0.0352661157025
170701-17:28:43,0.023461186131,-0.0226710743802
170701-17:30:43,0.0233143454074,0.07366
170701-17:37:03,0.0225198411461,-0.0264694736842
170701-17:39:04,0.0224505307367,0.199001652893
170701-17:42:56,0.0228422480814,-0.0170793103448
170701-17:44:57,0.023610638267,-0.0982413223141
170701-17:46:57,0.0237112837023,0.07366
170701-17:53:19,0.023403216151,-0.0287246073298
170701-17:55:20,0.0225761368982,0.0251900826446
170701-18:01:43,0.0226567212873,0.010345691906
170701-18:03:43,0.0241789852071,-0.08382
170701-18:05:43,0.0247377692672,0.18288
170701-18:07:44,0.025264787826,-0.438307438017
170701-18:09:00,0.0397904298818,0.334831578947
170701-18:09:46,1.21499193558e-06,-0.135756521739
170701-18:11:47,0.0254430990727,-0.0503801652893
170701-18:14:02,0.0246345322203,0.0677333333333
170701-18:16:02,0.0242033306292,0.00762
170701-18:18:03,0.0238820176319,0.108317355372
170701-18:22:00,0.0225476517465,0.0462987341772
170701-18:24:01,0.0219818589345,-0.14106446281
170701-18:26:04,0.021488391682,0.146204878049
170701-18:28:04,0.0216662375522,-0.03302
170701-18:30:05,0.021633038547,-0.365256198347
170701-18:33:55,0.0229880891404,-0.173603478261
170701-18:35:56,0.0236970928881,0.387927272727
170701-18:37:57,0.0235567222876,-0.0151140495868
170701-18:44:16,0.0228281162679,0.0498617414248
170701-18:46:17,0.0227731881511,-0.289685950413
170701-18:48:17,0.0228777436043,0.45974
170701-18:50:18,0.0222160079722,-0.191444628099
170701-18:51:00,0.0640462898924,-0.513904761905
170701-18:52:19,5.0150644052e-07,-0.10489113924
170701-18:54:21,0.0223694198721,-0.47468852459
170701-18:59:02,0.0233134438201,0.156196441281
170701-19:01:03,0.0248044572734,-0.521434710744
170701-19:03:04,0.0243513075542,0.51387768595
170701-19:05:05,0.0239764579461,0.272052892562
170701-19:06:00,0.0533458081049,-0.649032727273
170701-19:07:06,4.95576823293e-07,0.767151515152
170701-19:09:08,0.0242616977529,-0.0899409836066
170701-19:11:09,0.025226828763,-0.206558677686
170701-19:13:10,0.0254179812603,0.224191735537
170701-19:17:47,0.025110798439,-0.137545126354
170701-19:19:49,0.0241825783761,0.434714754098
170701-19:21:49,0.0253479068256,-0.23368
170701-19:28:09,0.0258182898505,0.0184484210526
170701-19:32:01,0.0254358124311,-0.219403448276
170701-19:34:02,0.0242523220407,0.496244628099
170701-19:37:55,0.0247238236215,-0.0784892703863
170701-19:39:55,0.0252368010254,-0.09906
170701-19:41:56,0.0250537062722,-0.420674380165
170701-19:48:15,0.0246871128561,0.055491292876
170701-19:50:16,0.0248417155999,0.130988429752
170701-19:52:17,0.0247118646494,-0.471054545455
170701-19:54:19,0.0242272468196,0.427219672131
170701-20:00:37,0.0231008742205,0.0628952380952
170701-20:02:38,0.0220731863819,-0.387927272727
170701-20:04:39,0.0217695044303,0.199001652893
170701-20:06:42,0.0215781564332,0.0173463414634
170701-20:08:00,0.0350435314849,-0.318153846154
170701-20:08:43,9.54130079737e-07,0.10928372093
170701-20:10:32,0.0222984055559,-0.0838899082569
170701-20:12:33,0.0225250975152,-0.171292561983
170701-20:14:34,0.022531589688,0.105798347107
170701-20:16:37,0.0226013455342,0.0892097560976
170701-20:18:28,0.0223029678859,-0.142789189189
170701-20:20:29,0.0218673945627,-0.289685950413
170701-20:22:31,0.0212158593159,0.0974360655738
170701-20:24:35,0.020559603318,0.145025806452
170701-20:26:36,0.0200969468939,-0.279609917355
170701-20:28:37,0.0201488080138,0.0831272727273
170701-20:30:00,0.0300395544688,-0.0698506024096
170701-20:30:38,1.10375313715e-06,1.06696842105
170701-20:32:39,0.0206367943974,-0.123431404959
170701-20:34:40,0.020479058061,-0.0478611570248
170701-20:36:41,0.0197859393533,0.0730512396694
170701-20:38:42,0.01960303157,0.297242975207
170701-20:40:41,0.02005183183,-0.0332974789916
170701-20:42:42,0.0207723584387,-0.239305785124
170701-20:44:44,0.0216244653927,0.28731147541
170701-20:46:44,0.0223015496844,-0.1016
170701-20:48:45,0.0222015198937,-0.105798347107
170701-20:50:47,0.0221590694883,0.104931147541
170701-20:52:49,0.0216411659172,-0.00749508196721
170701-20:54:50,0.0213419682906,-0.0251900826446
170701-20:56:50,0.021043932656,0.20828
170701-20:58:51,0.0207867824247,-0.148621487603
170701-21:00:52,0.0210118175035,0.108317355372
170701-21:02:53,0.0208242998289,-0.0428231404959
170701-21:04:53,0.0213770014565,0.0
170701-21:07:11,0.0207213008675,-0.0795130434783
170701-21:08:55,0.0198840825084,-0.1524
170701-21:10:56,0.0189199097385,-0.0906842975207
170701-21:12:57,0.0190339904978,0.471054545455
170701-21:14:58,0.0192791034556,0.0403041322314
170701-21:16:59,0.0202858716979,-0.0579371900827
170701-21:19:00,0.0206767829627,0.0100760330578
170701-21:21:01,0.0209010194114,-0.0352661157025
170701-21:25:15,0.020349620824,0.024
170701-21:27:15,0.0203021432062,0.00762
170701-21:29:18,0.0200554233403,-0.0892097560976
170701-21:31:20,0.0196131538516,0.179881967213
170701-21:32:00,0.059856466444,-0.48856
170701-21:33:20,8.04091749806e-07,0.05759
170701-21:35:21,0.0197540235447,0.0428231404959
170701-21:37:23,0.0194976906741,-0.0174885245902
170701-21:39:24,0.0199392126466,0.191444628099
170701-21:41:26,0.019420291187,-0.057462295082
170701-21:43:25,0.019531962477,-0.24588907563
170701-21:45:26,0.0190396458147,0.380370247934
170701-21:47:27,0.0186066945909,0.0428231404959
170701-21:49:28,0.0185349053773,-0.297242975207
170701-21:51:29,0.0187391771791,0.130988429752
170701-21:53:30,0.0183945680837,-0.00755702479339
170701-21:55:32,0.0184411138116,0.139908196721
170701-21:57:32,0.0190049623523,-0.0762
170701-21:59:33,0.0191254883496,0.0503801652893
170701-22:01:34,0.0191781764581,0.105798347107
170701-22:03:35,0.0194494483186,-0.428231404959
170701-22:05:36,0.0198567453629,0.173811570248
170701-22:07:37,0.0197893013991,0.239305785124
170701-22:09:39,0.0196560311613,-0.122419672131
170701-22:11:52,0.018850790271,-0.790646616541
170701-22:13:40,0.0192248077815,1.27
170701-22:15:41,0.0184687168313,-0.14106446281
170701-22:17:42,0.0183601006938,0.166254545455
170701-22:19:43,0.0184364032021,0.0403041322314
170701-22:29:06,0.0190892281439,-0.0124518650089
170701-22:31:07,0.0182210963462,-0.224191735537
170701-22:33:09,0.0184541103893,-0.057462295082
170701-22:35:11,0.0188130261894,0.107429508197
170701-22:36:00,0.0474107317209,-0.421828571429
170701-22:37:12,2.19256033677e-07,0.299777777778
170701-22:39:13,0.0192885978855,-0.065494214876
170701-22:41:13,0.0191701804812,0.12446
170701-22:43:16,0.0183822692479,0.0421268292683
170701-22:45:15,0.018070215702,-0.151119327731
170701-22:47:16,0.017875997381,0.337547107438
170701-22:49:17,0.0176634952072,-0.181368595041
170701-22:51:18,0.0176292388481,-0.032747107438
170701-22:53:21,0.017304315744,0.0322146341463
170701-22:55:20,0.0176816704605,-0.169048739496
170701-22:59:22,0.0167875992171,0.120912396694
170701-23:01:25,0.0159005515207,0.0322146341463
170701-23:03:24,0.0163416419686,-0.194662184874
170701-23:05:25,0.0160266123149,0.249381818182
170701-23:07:26,0.0159645503945,-0.115874380165
170701-23:09:27,0.0159839940747,0.0478611570248
170701-23:11:28,0.0159455055611,0.100760330579
170701-23:13:29,0.016314190796,-0.0503801652893
170701-23:15:31,0.0163898933268,-0.0499672131148
170701-23:17:33,0.0166604968539,-0.0324786885246
170701-23:19:32,0.017130706492,-0.0256134453781
170701-23:21:33,0.0167355668865,-0.0226710743802
170701-23:23:34,0.0165558619197,0.0730512396694
170701-23:25:35,0.0164733449094,-0.0503801652893
170701-23:27:36,0.0163830439436,-0.065494214876
170701-23:33:51,0.0163861876562,0.0585216
170701-23:35:55,0.0159865288513,-0.0393290322581
